date,location,vaccine,total_vaccinations
2021-01-01,Cyprus,Moderna,0
2021-01-02,Cyprus,Moderna,0
2021-01-03,Cyprus,Moderna,0
2021-01-04,Cyprus,Moderna,0
2021-01-05,Cyprus,Moderna,0
2021-01-06,Cyprus,Moderna,0
2021-01-07,Cyprus,Moderna,0
2021-01-08,Cyprus,Moderna,0
2021-01-09,Cyprus,Moderna,0
2021-01-10,Cyprus,Moderna,0
2021-01-11,Cyprus,Moderna,0
2021-01-12,Cyprus,Moderna,0
2021-01-13,Cyprus,Moderna,0
2021-01-14,Cyprus,Moderna,0
2021-01-15,Cyprus,Moderna,30
2021-01-16,Cyprus,Moderna,30
2021-01-17,Cyprus,Moderna,30
2021-01-18,Cyprus,Moderna,30
2021-01-19,Cyprus,Moderna,30
2021-01-20,Cyprus,Moderna,30
2021-01-21,Cyprus,Moderna,30
2021-01-22,Cyprus,Moderna,30
2021-01-23,Cyprus,Moderna,30
2021-01-24,Cyprus,Moderna,30
2021-01-25,Cyprus,Moderna,30
2021-01-26,Cyprus,Moderna,30
2021-01-27,Cyprus,Moderna,30
2021-01-28,Cyprus,Moderna,30
2021-01-29,Cyprus,Moderna,0
2021-01-30,Cyprus,Moderna,0
2021-01-31,Cyprus,Moderna,0
2021-02-01,Cyprus,Moderna,0
2021-02-02,Cyprus,Moderna,0
2021-02-03,Cyprus,Moderna,0
2021-02-04,Cyprus,Moderna,0
2021-02-05,Cyprus,Moderna,0
2021-02-06,Cyprus,Moderna,0
2021-02-07,Cyprus,Moderna,0
2021-02-08,Cyprus,Moderna,0
2021-02-09,Cyprus,Moderna,0
2021-02-10,Cyprus,Moderna,0
2021-02-11,Cyprus,Moderna,0
2021-02-12,Cyprus,Moderna,45
2021-02-13,Cyprus,Moderna,45
2021-02-14,Cyprus,Moderna,45
2021-02-15,Cyprus,Moderna,45
2021-02-16,Cyprus,Moderna,45
2021-02-17,Cyprus,Moderna,45
2021-02-18,Cyprus,Moderna,45
2021-02-19,Cyprus,Moderna,30
2021-02-20,Cyprus,Moderna,30
2021-02-21,Cyprus,Moderna,30
2021-02-22,Cyprus,Moderna,30
2021-02-23,Cyprus,Moderna,30
2021-02-24,Cyprus,Moderna,30
2021-02-25,Cyprus,Moderna,30
2021-02-26,Cyprus,Moderna,50
2021-02-27,Cyprus,Moderna,50
2021-02-28,Cyprus,Moderna,50
2021-03-01,Cyprus,Moderna,50
2021-03-02,Cyprus,Moderna,50
2021-03-03,Cyprus,Moderna,50
2021-03-04,Cyprus,Moderna,50
2021-03-05,Cyprus,Moderna,413
2021-03-06,Cyprus,Moderna,413
2021-03-07,Cyprus,Moderna,413
2021-03-08,Cyprus,Moderna,413
2021-03-09,Cyprus,Moderna,413
2021-03-10,Cyprus,Moderna,413
2021-03-11,Cyprus,Moderna,413
2021-03-12,Cyprus,Moderna,15
2021-03-13,Cyprus,Moderna,15
2021-03-14,Cyprus,Moderna,15
2021-03-15,Cyprus,Moderna,15
2021-03-16,Cyprus,Moderna,15
2021-03-17,Cyprus,Moderna,15
2021-03-18,Cyprus,Moderna,15
2021-03-19,Cyprus,Moderna,160
2021-03-20,Cyprus,Moderna,160
2021-03-21,Cyprus,Moderna,160
2021-03-22,Cyprus,Moderna,160
2021-03-23,Cyprus,Moderna,160
2021-03-24,Cyprus,Moderna,160
2021-03-25,Cyprus,Moderna,160
2021-03-26,Cyprus,Moderna,160
2021-03-27,Cyprus,Moderna,160
2021-03-28,Cyprus,Moderna,160
2021-03-29,Cyprus,Moderna,160
2021-03-30,Cyprus,Moderna,160
2021-03-31,Cyprus,Moderna,160
2021-04-01,Cyprus,Moderna,160
2021-04-02,Cyprus,Moderna,844
2021-04-03,Cyprus,Moderna,844
2021-04-04,Cyprus,Moderna,844
2021-04-05,Cyprus,Moderna,844
2021-04-06,Cyprus,Moderna,844
2021-04-07,Cyprus,Moderna,844
2021-04-08,Cyprus,Moderna,844
2021-04-09,Cyprus,Moderna,111
2021-04-10,Cyprus,Moderna,111
2021-04-11,Cyprus,Moderna,111
2021-04-12,Cyprus,Moderna,111
2021-04-13,Cyprus,Moderna,111
2021-04-14,Cyprus,Moderna,111
2021-04-15,Cyprus,Moderna,111
2021-04-16,Cyprus,Moderna,171
2021-04-17,Cyprus,Moderna,171
2021-04-18,Cyprus,Moderna,171
2021-04-19,Cyprus,Moderna,171
2021-04-20,Cyprus,Moderna,171
2021-04-21,Cyprus,Moderna,171
2021-04-22,Cyprus,Moderna,171
2021-04-23,Cyprus,Moderna,171
2021-04-24,Cyprus,Moderna,171
2021-04-25,Cyprus,Moderna,171
2021-04-26,Cyprus,Moderna,171
2021-04-27,Cyprus,Moderna,171
2021-04-28,Cyprus,Moderna,171
2021-04-29,Cyprus,Moderna,171
2021-04-30,Cyprus,Moderna,829
2021-05-01,Cyprus,Moderna,829
2021-05-02,Cyprus,Moderna,829
2021-05-03,Cyprus,Moderna,829
2021-05-04,Cyprus,Moderna,829
2021-05-05,Cyprus,Moderna,829
2021-05-06,Cyprus,Moderna,829
2021-05-07,Cyprus,Moderna,982
2021-05-08,Cyprus,Moderna,982
2021-05-09,Cyprus,Moderna,982
2021-05-10,Cyprus,Moderna,982
2021-05-11,Cyprus,Moderna,982
2021-05-12,Cyprus,Moderna,982
2021-05-13,Cyprus,Moderna,982
2021-05-14,Cyprus,Moderna,1298
2021-05-15,Cyprus,Moderna,1298
2021-05-16,Cyprus,Moderna,1298
2021-05-17,Cyprus,Moderna,1298
2021-05-18,Cyprus,Moderna,1298
2021-05-19,Cyprus,Moderna,1298
2021-05-20,Cyprus,Moderna,1298
2021-05-21,Cyprus,Moderna,1007
2021-05-22,Cyprus,Moderna,1007
2021-05-23,Cyprus,Moderna,1007
2021-05-24,Cyprus,Moderna,1007
2021-05-25,Cyprus,Moderna,1007
2021-05-26,Cyprus,Moderna,1007
2021-05-27,Cyprus,Moderna,1007
2021-05-28,Cyprus,Moderna,555
2021-05-29,Cyprus,Moderna,555
2021-05-30,Cyprus,Moderna,555
2021-05-31,Cyprus,Moderna,555
2021-06-01,Cyprus,Moderna,555
2021-06-02,Cyprus,Moderna,555
2021-06-03,Cyprus,Moderna,555
2021-06-04,Cyprus,Moderna,893
2021-06-05,Cyprus,Moderna,893
2021-06-06,Cyprus,Moderna,893
2021-06-07,Cyprus,Moderna,893
2021-06-08,Cyprus,Moderna,893
2021-06-09,Cyprus,Moderna,893
2021-06-10,Cyprus,Moderna,893
2021-06-11,Cyprus,Moderna,1214
2021-06-12,Cyprus,Moderna,1214
2021-06-13,Cyprus,Moderna,1214
2021-06-14,Cyprus,Moderna,1214
2021-06-15,Cyprus,Moderna,1214
2021-06-16,Cyprus,Moderna,1214
2021-06-17,Cyprus,Moderna,1214
2021-06-18,Cyprus,Moderna,998
2021-06-19,Cyprus,Moderna,998
2021-06-20,Cyprus,Moderna,998
2021-06-21,Cyprus,Moderna,998
2021-06-22,Cyprus,Moderna,998
2021-06-23,Cyprus,Moderna,998
2021-06-24,Cyprus,Moderna,998
2021-06-25,Cyprus,Moderna,319
2021-06-26,Cyprus,Moderna,319
2021-06-27,Cyprus,Moderna,319
2021-06-28,Cyprus,Moderna,319
2021-06-29,Cyprus,Moderna,319
2021-06-30,Cyprus,Moderna,319
2021-07-01,Cyprus,Moderna,319
2021-07-02,Cyprus,Moderna,109
2021-07-03,Cyprus,Moderna,109
2021-07-04,Cyprus,Moderna,109
2021-07-05,Cyprus,Moderna,109
2021-07-06,Cyprus,Moderna,109
2021-07-07,Cyprus,Moderna,109
2021-07-08,Cyprus,Moderna,109
2021-07-09,Cyprus,Moderna,219
2021-07-10,Cyprus,Moderna,219
2021-07-11,Cyprus,Moderna,219
2021-07-12,Cyprus,Moderna,219
2021-07-13,Cyprus,Moderna,219
2021-07-14,Cyprus,Moderna,219
2021-07-15,Cyprus,Moderna,219
2021-07-16,Cyprus,Moderna,153
2021-07-17,Cyprus,Moderna,153
2021-07-18,Cyprus,Moderna,153
2021-07-19,Cyprus,Moderna,153
2021-07-20,Cyprus,Moderna,153
2021-07-21,Cyprus,Moderna,153
2021-07-22,Cyprus,Moderna,153
2021-07-23,Cyprus,Moderna,200
2021-07-24,Cyprus,Moderna,200
2021-07-25,Cyprus,Moderna,200
2021-07-26,Cyprus,Moderna,200
2021-07-27,Cyprus,Moderna,200
2021-07-28,Cyprus,Moderna,200
