date,location,vaccine,total_vaccinations
2021-01-01,Canada,Pfizer/BioNTech,3028
2021-01-02,Canada,Pfizer/BioNTech,14501
2021-01-03,Canada,Pfizer/BioNTech,14501
2021-01-04,Canada,Pfizer/BioNTech,14501
2021-01-05,Canada,Pfizer/BioNTech,14501
2021-01-06,Canada,Pfizer/BioNTech,14501
2021-01-07,Canada,Pfizer/BioNTech,14501
2021-01-08,Canada,Pfizer/BioNTech,14501
2021-01-09,Canada,Pfizer/BioNTech,19341
2021-01-10,Canada,Pfizer/BioNTech,19341
2021-01-11,Canada,Pfizer/BioNTech,19341
2021-01-12,Canada,Pfizer/BioNTech,19341
2021-01-13,Canada,Pfizer/BioNTech,19341
2021-01-14,Canada,Pfizer/BioNTech,19341
2021-01-15,Canada,Pfizer/BioNTech,19341
2021-01-16,Canada,Pfizer/BioNTech,12941
2021-01-17,Canada,Pfizer/BioNTech,12941
2021-01-18,Canada,Pfizer/BioNTech,12941
2021-01-19,Canada,Pfizer/BioNTech,12941
2021-01-20,Canada,Pfizer/BioNTech,12941
2021-01-21,Canada,Pfizer/BioNTech,12941
2021-01-22,Canada,Pfizer/BioNTech,12941
2021-01-23,Canada,Pfizer/BioNTech,6480
2021-01-24,Canada,Pfizer/BioNTech,6480
2021-01-25,Canada,Pfizer/BioNTech,6480
2021-01-26,Canada,Pfizer/BioNTech,6480
2021-01-27,Canada,Pfizer/BioNTech,6480
2021-01-28,Canada,Pfizer/BioNTech,6480
2021-01-29,Canada,Pfizer/BioNTech,6480
2021-01-30,Canada,Pfizer/BioNTech,8596
2021-01-31,Canada,Pfizer/BioNTech,8596
2021-02-01,Canada,Pfizer/BioNTech,8596
2021-02-02,Canada,Pfizer/BioNTech,8596
2021-02-03,Canada,Pfizer/BioNTech,8596
2021-02-04,Canada,Pfizer/BioNTech,8596
2021-02-05,Canada,Pfizer/BioNTech,8596
2021-02-06,Canada,Pfizer/BioNTech,10680
2021-02-07,Canada,Pfizer/BioNTech,10680
2021-02-08,Canada,Pfizer/BioNTech,10680
2021-02-09,Canada,Pfizer/BioNTech,10680
2021-02-10,Canada,Pfizer/BioNTech,10680
2021-02-11,Canada,Pfizer/BioNTech,10680
2021-02-12,Canada,Pfizer/BioNTech,10680
2021-02-13,Canada,Pfizer/BioNTech,78829
2021-02-14,Canada,Pfizer/BioNTech,78829
2021-02-15,Canada,Pfizer/BioNTech,78829
2021-02-16,Canada,Pfizer/BioNTech,78829
2021-02-17,Canada,Pfizer/BioNTech,78829
2021-02-18,Canada,Pfizer/BioNTech,78829
2021-02-19,Canada,Pfizer/BioNTech,78829
2021-02-20,Canada,Pfizer/BioNTech,50748
2021-02-21,Canada,Pfizer/BioNTech,50748
2021-02-22,Canada,Pfizer/BioNTech,50748
2021-02-23,Canada,Pfizer/BioNTech,50748
2021-02-24,Canada,Pfizer/BioNTech,50748
2021-02-25,Canada,Pfizer/BioNTech,50748
2021-02-26,Canada,Pfizer/BioNTech,50748
2021-02-27,Canada,Pfizer/BioNTech,61248
2021-02-28,Canada,Pfizer/BioNTech,61248
2021-03-01,Canada,Pfizer/BioNTech,61248
2021-03-02,Canada,Pfizer/BioNTech,61248
2021-03-03,Canada,Pfizer/BioNTech,61248
2021-03-04,Canada,Pfizer/BioNTech,61248
2021-03-05,Canada,Pfizer/BioNTech,61248
2021-03-06,Canada,Pfizer/BioNTech,75585
2021-03-07,Canada,Pfizer/BioNTech,75585
2021-03-08,Canada,Pfizer/BioNTech,75585
2021-03-09,Canada,Pfizer/BioNTech,75585
2021-03-10,Canada,Pfizer/BioNTech,75585
2021-03-11,Canada,Pfizer/BioNTech,75585
2021-03-12,Canada,Pfizer/BioNTech,75585
2021-03-13,Canada,Pfizer/BioNTech,70196
2021-03-14,Canada,Pfizer/BioNTech,70196
2021-03-15,Canada,Pfizer/BioNTech,70196
2021-03-16,Canada,Pfizer/BioNTech,70196
2021-03-17,Canada,Pfizer/BioNTech,70196
2021-03-18,Canada,Pfizer/BioNTech,70196
2021-03-19,Canada,Pfizer/BioNTech,70196
2021-03-20,Canada,Pfizer/BioNTech,127490
2021-03-21,Canada,Pfizer/BioNTech,127490
2021-03-22,Canada,Pfizer/BioNTech,127490
2021-03-23,Canada,Pfizer/BioNTech,127490
2021-03-24,Canada,Pfizer/BioNTech,127490
2021-03-25,Canada,Pfizer/BioNTech,127490
2021-03-26,Canada,Pfizer/BioNTech,127490
