date,location,vaccine,total_vaccinations
2021-01-01,Finland,Moderna,2
2021-01-01,Finland,Novavax,0
2021-01-01,Finland,Oxford/AstraZeneca,1
2021-01-01,Finland,Pfizer/BioNTech,3093
2021-01-01,Finland,Valneva,0
2021-01-02,Finland,Moderna,2
2021-01-02,Finland,Novavax,0
2021-01-02,Finland,Oxford/AstraZeneca,1
2021-01-02,Finland,Pfizer/BioNTech,3093
2021-01-02,Finland,Valneva,0
2021-01-03,Finland,Moderna,2
2021-01-03,Finland,Novavax,0
2021-01-03,Finland,Oxford/AstraZeneca,1
2021-01-03,Finland,Pfizer/BioNTech,3093
2021-01-03,Finland,Valneva,0
2021-01-04,Finland,Moderna,2
2021-01-04,Finland,Novavax,0
2021-01-04,Finland,Oxford/AstraZeneca,1
2021-01-04,Finland,Pfizer/BioNTech,3093
2021-01-04,Finland,Valneva,0
2021-01-05,Finland,Moderna,2
2021-01-05,Finland,Novavax,0
2021-01-05,Finland,Oxford/AstraZeneca,1
2021-01-05,Finland,Pfizer/BioNTech,3093
2021-01-05,Finland,Valneva,0
2021-01-06,Finland,Moderna,2
2021-01-06,Finland,Novavax,0
2021-01-06,Finland,Oxford/AstraZeneca,1
2021-01-06,Finland,Pfizer/BioNTech,3093
2021-01-06,Finland,Valneva,0
2021-01-07,Finland,Moderna,2
2021-01-07,Finland,Novavax,0
2021-01-07,Finland,Oxford/AstraZeneca,1
2021-01-07,Finland,Pfizer/BioNTech,3093
2021-01-07,Finland,Valneva,0
2021-01-08,Finland,Moderna,0
2021-01-08,Finland,Novavax,0
2021-01-08,Finland,Oxford/AstraZeneca,0
2021-01-08,Finland,Pfizer/BioNTech,5831
2021-01-08,Finland,Valneva,0
2021-01-09,Finland,Moderna,0
2021-01-09,Finland,Novavax,0
2021-01-09,Finland,Oxford/AstraZeneca,0
2021-01-09,Finland,Pfizer/BioNTech,5831
2021-01-09,Finland,Valneva,0
2021-01-10,Finland,Moderna,0
2021-01-10,Finland,Novavax,0
2021-01-10,Finland,Oxford/AstraZeneca,0
2021-01-10,Finland,Pfizer/BioNTech,5831
2021-01-10,Finland,Valneva,0
2021-01-11,Finland,Moderna,0
