date,location,vaccine,total_vaccinations
2021-01-01,Belgium,Moderna,0
2021-01-01,Belgium,Novavax,0
2021-01-01,Belgium,Oxford/AstraZeneca,0
2021-01-01,Belgium,Pfizer/BioNTech,3546
2021-01-02,Belgium,Moderna,0
2021-01-02,Belgium,Novavax,0
2021-01-02,Belgium,Oxford/AstraZeneca,0
2021-01-02,Belgium,Pfizer/BioNTech,3546
2021-01-03,Belgium,Moderna,0
2021-01-03,Belgium,Novavax,0
2021-01-03,Belgium,Oxford/AstraZeneca,0
2021-01-03,Belgium,Pfizer/BioNTech,3546
2021-01-04,Belgium,Moderna,0
2021-01-04,Belgium,Novavax,0
2021-01-04,Belgium,Oxford/AstraZeneca,0
2021-01-04,Belgium,Pfizer/BioNTech,3546
2021-01-05,Belgium,Moderna,0
2021-01-05,Belgium,Novavax,0
2021-01-05,Belgium,Oxford/AstraZeneca,0
2021-01-05,Belgium,Pfizer/BioNTech,3546
2021-01-06,Belgium,Moderna,0
2021-01-06,Belgium,Novavax,0
2021-01-06,Belgium,Oxford/AstraZeneca,0
2021-01-06,Belgium,Pfizer/BioNTech,3546
2021-01-07,Belgium,Moderna,0
2021-01-07,Belgium,Novavax,0
2021-01-07,Belgium,Oxford/AstraZeneca,0
2021-01-07,Belgium,Pfizer/BioNTech,3546
2021-01-08,Belgium,Moderna,9
2021-01-08,Belgium,Novavax,0
2021-01-08,Belgium,Oxford/AstraZeneca,12
2021-01-08,Belgium,Pfizer/BioNTech,14192
2021-01-09,Belgium,Moderna,9
2021-01-09,Belgium,Novavax,0
2021-01-09,Belgium,Oxford/AstraZeneca,12
2021-01-09,Belgium,Pfizer/BioNTech,14192
2021-01-10,Belgium,Moderna,9
2021-01-10,Belgium,Novavax,0
2021-01-10,Belgium,Oxford/AstraZeneca,12
2021-01-10,Belgium,Pfizer/BioNTech,14192
2021-01-11,Belgium,Moderna,9
2021-01-11,Belgium,Novavax,0
2021-01-11,Belgium,Oxford/AstraZeneca,12
2021-01-11,Belgium,Pfizer/BioNTech,14192
2021-01-12,Belgium,Moderna,9
2021-01-12,Belgium,Novavax,0
2021-01-12,Belgium,Oxford/AstraZeneca,12
2021-01-12,Belgium,Pfizer/BioNTech,14192
2021-01-13,Belgium,Moderna,9
2021-01-13,Belgium,Novavax,0
2021-01-13,Belgium,Oxford/AstraZeneca,12
2021-01-13,Belgium,Pfizer/BioNTech,14192
2021-01-14,Belgium,Moderna,9
2021-01-14,Belgium,Novavax,0
2021-01-14,Belgium,Oxford/AstraZeneca,12
2021-01-14,Belgium,Pfizer/BioNTech,14192
2021-01-15,Belgium,Moderna,645
2021-01-15,Belgium,Novavax,0
2021-01-15,Belgium,Oxford/AstraZeneca,12
2021-01-15,Belgium,Pfizer/BioNTech,17007
2021-01-16,Belgium,Moderna,645
2021-01-16,Belgium,Novavax,0
2021-01-16,Belgium,Oxford/AstraZeneca,12
2021-01-16,Belgium,Pfizer/BioNTech,17007
2021-01-17,Belgium,Moderna,645
2021-01-17,Belgium,Novavax,0
2021-01-17,Belgium,Oxford/AstraZeneca,12
2021-01-17,Belgium,Pfizer/BioNTech,17007
2021-01-18,Belgium,Moderna,645
2021-01-18,Belgium,Novavax,0
2021-01-18,Belgium,Oxford/AstraZeneca,12
2021-01-18,Belgium,Pfizer/BioNTech,17007
2021-01-19,Belgium,Moderna,645
2021-01-19,Belgium,Novavax,0
2021-01-19,Belgium,Oxford/AstraZeneca,12
2021-01-19,Belgium,Pfizer/BioNTech,17007
2021-01-20,Belgium,Moderna,645
2021-01-20,Belgium,Novavax,0
2021-01-20,Belgium,Oxford/AstraZeneca,12
