date,location,vaccine,total_vaccinations
2021-01-01,Slovenia,Moderna,20
2021-01-02,Slovenia,Moderna,20
2021-01-03,Slovenia,Moderna,20
2021-01-04,Slovenia,Moderna,20
2021-01-05,Slovenia,Moderna,20
2021-01-06,Slovenia,Moderna,20
2021-01-07,Slovenia,Moderna,20
2021-01-08,Slovenia,Moderna,20
2021-01-09,Slovenia,Moderna,20
2021-01-10,Slovenia,Moderna,20
2021-01-11,Slovenia,Moderna,20
2021-01-12,Slovenia,Moderna,20
2021-01-13,Slovenia,Moderna,20
2021-01-14,Slovenia,Moderna,20
2021-01-15,Slovenia,Moderna,20
2021-01-16,Slovenia,Moderna,20
2021-01-17,Slovenia,Moderna,20
2021-01-18,Slovenia,Moderna,20
2021-01-19,Slovenia,Moderna,20
2021-01-20,Slovenia,Moderna,20
2021-01-21,Slovenia,Moderna,20
2021-01-22,Slovenia,Moderna,0
2021-01-23,Slovenia,Moderna,0
2021-01-24,Slovenia,Moderna,0
2021-01-25,Slovenia,Moderna,0
2021-01-26,Slovenia,Moderna,0
2021-01-27,Slovenia,Moderna,0
2021-01-28,Slovenia,Moderna,0
2021-01-29,Slovenia,Moderna,54
2021-01-30,Slovenia,Moderna,54
2021-01-31,Slovenia,Moderna,54
2021-02-01,Slovenia,Moderna,54
2021-02-02,Slovenia,Moderna,54
2021-02-03,Slovenia,Moderna,54
2021-02-04,Slovenia,Moderna,54
2021-02-05,Slovenia,Moderna,365
2021-02-06,Slovenia,Moderna,365
2021-02-07,Slovenia,Moderna,365
2021-02-08,Slovenia,Moderna,365
2021-02-09,Slovenia,Moderna,365
2021-02-10,Slovenia,Moderna,365
2021-02-11,Slovenia,Moderna,365
2021-02-12,Slovenia,Moderna,92
2021-02-13,Slovenia,Moderna,92
2021-02-14,Slovenia,Moderna,92
2021-02-15,Slovenia,Moderna,92
2021-02-16,Slovenia,Moderna,92
2021-02-17,Slovenia,Moderna,92
2021-02-18,Slovenia,Moderna,92
2021-02-19,Slovenia,Moderna,41
2021-02-20,Slovenia,Moderna,41
2021-02-21,Slovenia,Moderna,41
2021-02-22,Slovenia,Moderna,41
2021-02-23,Slovenia,Moderna,41
2021-02-24,Slovenia,Moderna,41
2021-02-25,Slovenia,Moderna,41
2021-02-26,Slovenia,Moderna,557
2021-02-27,Slovenia,Moderna,557
2021-02-28,Slovenia,Moderna,557
2021-03-01,Slovenia,Moderna,557
2021-03-02,Slovenia,Moderna,557
2021-03-03,Slovenia,Moderna,557
2021-03-04,Slovenia,Moderna,557
2021-03-05,Slovenia,Moderna,377
2021-03-06,Slovenia,Moderna,377
2021-03-07,Slovenia,Moderna,377
2021-03-08,Slovenia,Moderna,377
2021-03-09,Slovenia,Moderna,377
2021-03-10,Slovenia,Moderna,377
2021-03-11,Slovenia,Moderna,377
2021-03-12,Slovenia,Moderna,795
2021-03-13,Slovenia,Moderna,795
2021-03-14,Slovenia,Moderna,795
2021-03-15,Slovenia,Moderna,795
2021-03-16,Slovenia,Moderna,795
2021-03-17,Slovenia,Moderna,795
2021-03-18,Slovenia,Moderna,795
2021-03-19,Slovenia,Moderna,411
2021-03-20,Slovenia,Moderna,411
2021-03-21,Slovenia,Moderna,411
2021-03-22,Slovenia,Moderna,411
2021-03-23,Slovenia,Moderna,411
2021-03-24,Slovenia,Moderna,411
2021-03-25,Slovenia,Moderna,411
2021-03-26,Slovenia,Moderna,2484
2021-03-27,Slovenia,Moderna,2484
2021-03-28,Slovenia,Moderna,2484
2021-03-29,Slovenia,Moderna,2484
2021-03-30,Slovenia,Moderna,2484
2021-03-31,Slovenia,Moderna,2484
2021-04-01,Slovenia,Moderna,2484
2021-04-02,Slovenia,Moderna,436
2021-04-03,Slovenia,Moderna,436
2021-04-04,Slovenia,Moderna,436
2021-04-05,Slovenia,Moderna,436
2021-04-06,Slovenia,Moderna,436
2021-04-07,Slovenia,Moderna,436
2021-04-08,Slovenia,Moderna,436
2021-04-09,Slovenia,Moderna,1553
2021-04-10,Slovenia,Moderna,1553
2021-04-11,Slovenia,Moderna,1553
2021-04-12,Slovenia,Moderna,1553
2021-04-13,Slovenia,Moderna,1553
2021-04-14,Slovenia,Moderna,1553
2021-04-15,Slovenia,Moderna,1553
2021-04-16,Slovenia,Moderna,927
2021-04-17,Slovenia,Moderna,927
2021-04-18,Slovenia,Moderna,927
2021-04-19,Slovenia,Moderna,927
2021-04-20,Slovenia,Moderna,927
2021-04-21,Slovenia,Moderna,927
2021-04-22,Slovenia,Moderna,927
2021-04-23,Slovenia,Moderna,1322
2021-04-24,Slovenia,Moderna,1322
