date,location,vaccine,total_vaccinations
2021-01-01,United States,Pfizer/BioNTech,457391
2021-01-02,United States,Pfizer/BioNTech,457391
2021-01-03,United States,Pfizer/BioNTech,457391
2021-01-04,United States,Pfizer/BioNTech,457391
2021-01-05,United States,Pfizer/BioNTech,457391
2021-01-06,United States,Pfizer/BioNTech,457391
2021-01-07,United States,Pfizer/BioNTech,457391
2021-01-08,United States,Pfizer/BioNTech,457391
2021-01-09,United States,Pfizer/BioNTech,457391
2021-01-10,United States,Pfizer/BioNTech,457391
2021-01-11,United States,Pfizer/BioNTech,457391
2021-01-12,United States,Pfizer/BioNTech,537175
2021-01-13,United States,Pfizer/BioNTech,563698
2021-01-14,United States,Pfizer/BioNTech,563698
2021-01-15,United States,Pfizer/BioNTech,430385
2021-01-16,United States,Pfizer/BioNTech,430385
2021-01-17,United States,Pfizer/BioNTech,430385
2021-01-18,United States,Pfizer/BioNTech,430385
2021-01-19,United States,Pfizer/BioNTech,406252
2021-01-20,United States,Pfizer/BioNTech,535964
2021-01-21,United States,Pfizer/BioNTech,878039
2021-01-22,United States,Pfizer/BioNTech,776391
2021-01-23,United States,Pfizer/BioNTech,682079
2021-01-24,United States,Pfizer/BioNTech,398463
2021-01-25,United States,Pfizer/BioNTech,457982
2021-01-26,United States,Pfizer/BioNTech,540854
2021-01-27,United States,Pfizer/BioNTech,805145
2021-01-28,United States,Pfizer/BioNTech,808878
2021-01-29,United States,Pfizer/BioNTech,812157
2021-01-30,United States,Pfizer/BioNTech,798901
2021-01-31,United States,Pfizer/BioNTech,588482
2021-02-01,United States,Pfizer/BioNTech,308468
2021-02-02,United States,Pfizer/BioNTech,536338
2021-02-03,United States,Pfizer/BioNTech,632105
2021-02-04,United States,Pfizer/BioNTech,741556
2021-02-05,United States,Pfizer/BioNTech,1015347
2021-02-06,United States,Pfizer/BioNTech,1023981
2021-02-07,United States,Pfizer/BioNTech,625291
2021-02-08,United States,Pfizer/BioNTech,437922
2021-02-09,United States,Pfizer/BioNTech,790343
2021-02-10,United States,Pfizer/BioNTech,771119
2021-02-11,United States,Pfizer/BioNTech,945760
2021-02-12,United States,Pfizer/BioNTech,1044789
2021-02-13,United States,Pfizer/BioNTech,1034380
2021-02-14,United States,Pfizer/BioNTech,551306
2021-02-15,United States,Pfizer/BioNTech,551306
2021-02-16,United States,Pfizer/BioNTech,512280
2021-02-17,United States,Pfizer/BioNTech,698937
2021-02-18,United States,Pfizer/BioNTech,845620
2021-02-19,United States,Pfizer/BioNTech,838815
2021-02-20,United States,Pfizer/BioNTech,962360
2021-02-21,United States,Pfizer/BioNTech,621461
2021-02-22,United States,Pfizer/BioNTech,498287
2021-02-23,United States,Pfizer/BioNTech,806857
2021-02-24,United States,Pfizer/BioNTech,935976
2021-02-25,United States,Pfizer/BioNTech,1064400
2021-02-26,United States,Pfizer/BioNTech,1109792
2021-02-27,United States,Pfizer/BioNTech,1157372
2021-02-28,United States,Pfizer/BioNTech,835957
2021-03-01,United States,Pfizer/BioNTech,934008
2021-03-02,United States,Pfizer/BioNTech,979275
2021-03-03,United States,Pfizer/BioNTech,1017478
2021-03-04,United States,Pfizer/BioNTech,1180432
2021-03-05,United States,Pfizer/BioNTech,1400867
2021-03-06,United States,Pfizer/BioNTech,1157538
2021-03-07,United States,Pfizer/BioNTech,892168
2021-03-08,United States,Pfizer/BioNTech,803936
2021-03-09,United States,Pfizer/BioNTech,976933
2021-03-10,United States,Pfizer/BioNTech,1103761
2021-03-11,United States,Pfizer/BioNTech,1251480
2021-03-12,United States,Pfizer/BioNTech,2135654
2021-03-13,United States,Pfizer/BioNTech,612037
2021-03-14,United States,Pfizer/BioNTech,935490
2021-03-15,United States,Pfizer/BioNTech,749560
2021-03-16,United States,Pfizer/BioNTech,1105877
2021-03-17,United States,Pfizer/BioNTech,1377857
2021-03-18,United States,Pfizer/BioNTech,1337849
2021-03-19,United States,Pfizer/BioNTech,1634903
2021-03-20,United States,Pfizer/BioNTech,1679791
2021-03-21,United States,Pfizer/BioNTech,1164303
2021-03-22,United States,Pfizer/BioNTech,985938
2021-03-23,United States,Pfizer/BioNTech,1316212
2021-03-24,United States,Pfizer/BioNTech,1559205
2021-03-25,United States,Pfizer/BioNTech,1813156
2021-03-26,United States,Pfizer/BioNTech,1877987
2021-03-27,United States,Pfizer/BioNTech,1734892
2021-03-28,United States,Pfizer/BioNTech,1356914
2021-03-29,United States,Pfizer/BioNTech,1048865
2021-03-30,United States,Pfizer/BioNTech,1505022
2021-03-31,United States,Pfizer/BioNTech,1826005
2021-04-01,United States,Pfizer/BioNTech,2127319
2021-04-02,United States,Pfizer/BioNTech,2141314
2021-04-03,United States,Pfizer/BioNTech,1823856
2021-04-04,United States,Pfizer/BioNTech,1231557
