date,location,vaccine,total_vaccinations
2021-01-01,Argentina,Sputnik V,3310
2021-01-01,Argentina,Pfizer/BioNTech,0
2021-01-01,Argentina,Sinopharm/Beijing,0
2021-01-01,Argentina,Moderna,0
2021-01-01,Argentina,CanSino,0
2021-01-02,Argentina,Sputnik V,444
2021-01-02,Argentina,Pfizer/BioNTech,2
2021-01-02,Argentina,Sinopharm/Beijing,0
2021-01-02,Argentina,Moderna,0
2021-01-02,Argentina,CanSino,0
2021-01-03,Argentina,Sputnik V,10463
2021-01-03,Argentina,Pfizer/BioNTech,1
2021-01-03,Argentina,Sinopharm/Beijing,0
2021-01-03,Argentina,Moderna,0
2021-01-03,Argentina,CanSino,0
2021-01-04,Argentina,Sputnik V,10727
2021-01-04,Argentina,Pfizer/BioNTech,1
2021-01-04,Argentina,Sinopharm/Beijing,0
2021-01-04,Argentina,Moderna,0
2021-01-04,Argentina,CanSino,0
2021-01-05,Argentina,Sputnik V,10113
2021-01-05,Argentina,Pfizer/BioNTech,1
2021-01-05,Argentina,Sinopharm/Beijing,3
2021-01-05,Argentina,Moderna,0
2021-01-05,Argentina,CanSino,0
2021-01-06,Argentina,Sputnik V,18225
2021-01-06,Argentina,Pfizer/BioNTech,2
2021-01-06,Argentina,Sinopharm/Beijing,2
2021-01-06,Argentina,Moderna,0
2021-01-06,Argentina,CanSino,0
2021-01-07,Argentina,Sputnik V,27893
2021-01-07,Argentina,Pfizer/BioNTech,0
2021-01-07,Argentina,Sinopharm/Beijing,0
2021-01-07,Argentina,Moderna,0
2021-01-07,Argentina,CanSino,0
2021-01-08,Argentina,Sputnik V,10207
2021-01-08,Argentina,Pfizer/BioNTech,0
2021-01-08,Argentina,Sinopharm/Beijing,0
2021-01-08,Argentina,Moderna,0
2021-01-08,Argentina,CanSino,0
2021-01-09,Argentina,Sputnik V,1175
2021-01-09,Argentina,Pfizer/BioNTech,3
2021-01-09,Argentina,Sinopharm/Beijing,1
2021-01-09,Argentina,Moderna,0
2021-01-09,Argentina,CanSino,0
2021-01-10,Argentina,Sputnik V,19828
2021-01-10,Argentina,Pfizer/BioNTech,0
2021-01-10,Argentina,Sinopharm/Beijing,2
2021-01-10,Argentina,Moderna,0
2021-01-10,Argentina,CanSino,0
2021-01-11,Argentina,Sputnik V,19389
2021-01-11,Argentina,Pfizer/BioNTech,0
