date,location,vaccine,total_vaccinations
2021-01-01,France,Moderna,90
2021-01-02,France,Moderna,90
2021-01-03,France,Moderna,90
2021-01-04,France,Moderna,90
2021-01-05,France,Moderna,90
2021-01-06,France,Moderna,90
2021-01-07,France,Moderna,90
2021-01-08,France,Moderna,90
2021-01-09,France,Moderna,90
2021-01-10,France,Moderna,90
2021-01-11,France,Moderna,90
2021-01-12,France,Moderna,90
2021-01-13,France,Moderna,90
2021-01-14,France,Moderna,398
2021-01-15,France,Moderna,316
2021-01-16,France,Moderna,84
2021-01-17,France,Moderna,3078
2021-01-18,France,Moderna,4683
2021-01-19,France,Moderna,5144
2021-01-20,France,Moderna,5354
2021-01-21,France,Moderna,5138
2021-01-22,France,Moderna,1877
2021-01-23,France,Moderna,165
2021-01-24,France,Moderna,3818
2021-01-25,France,Moderna,3936
2021-01-26,France,Moderna,3610
2021-01-27,France,Moderna,3766
2021-01-28,France,Moderna,3306
2021-01-29,France,Moderna,1136
2021-01-30,France,Moderna,48
2021-01-31,France,Moderna,3421
2021-02-01,France,Moderna,4516
2021-02-02,France,Moderna,5235
2021-02-03,France,Moderna,4952
2021-02-04,France,Moderna,4834
2021-02-05,France,Moderna,2062
2021-02-06,France,Moderna,109
2021-02-07,France,Moderna,7586
2021-02-08,France,Moderna,8466
2021-02-09,France,Moderna,9412
2021-02-10,France,Moderna,10424
2021-02-11,France,Moderna,10335
2021-02-12,France,Moderna,3344
2021-02-13,France,Moderna,369
2021-02-14,France,Moderna,6589
2021-02-15,France,Moderna,9240
2021-02-16,France,Moderna,8813
2021-02-17,France,Moderna,10584
2021-02-18,France,Moderna,9820
2021-02-19,France,Moderna,3392
2021-02-20,France,Moderna,340
2021-02-21,France,Moderna,7396
2021-02-22,France,Moderna,8696
2021-02-23,France,Moderna,8575
2021-02-24,France,Moderna,8996
2021-02-25,France,Moderna,7547
2021-02-26,France,Moderna,2696
2021-02-27,France,Moderna,196
2021-02-28,France,Moderna,8956
2021-03-01,France,Moderna,11268
2021-03-02,France,Moderna,11499
2021-03-03,France,Moderna,12622
2021-03-04,France,Moderna,12091
2021-03-05,France,Moderna,6473
2021-03-06,France,Moderna,2405
2021-03-07,France,Moderna,12558
2021-03-08,France,Moderna,16105
2021-03-09,France,Moderna,16354
2021-03-10,France,Moderna,18745
2021-03-11,France,Moderna,16355
2021-03-12,France,Moderna,12651
2021-03-13,France,Moderna,5221
2021-03-14,France,Moderna,14395
2021-03-15,France,Moderna,21503
2021-03-16,France,Moderna,24240
2021-03-17,France,Moderna,28503
2021-03-18,France,Moderna,27996
2021-03-19,France,Moderna,27039
2021-03-20,France,Moderna,17828
2021-03-21,France,Moderna,21052
2021-03-22,France,Moderna,26995
2021-03-23,France,Moderna,29057
2021-03-24,France,Moderna,32020
2021-03-25,France,Moderna,31228
2021-03-26,France,Moderna,17292
2021-03-27,France,Moderna,10699
2021-03-28,France,Moderna,23353
2021-03-29,France,Moderna,30702
2021-03-30,France,Moderna,34492
2021-03-31,France,Moderna,43137
2021-04-01,France,Moderna,37728
2021-04-02,France,Moderna,21222
2021-04-03,France,Moderna,10580
2021-04-04,France,Moderna,13245
2021-04-05,France,Moderna,34517
2021-04-06,France,Moderna,38002
2021-04-07,France,Moderna,45488
2021-04-08,France,Moderna,42273
2021-04-09,France,Moderna,28960
2021-04-10,France,Moderna,12184
2021-04-11,France,Moderna,28164
2021-04-12,France,Moderna,35502
2021-04-13,France,Moderna,34524
2021-04-14,France,Moderna,44125
2021-04-15,France,Moderna,41409
2021-04-16,France,Moderna,35759
2021-04-17,France,Moderna,20314
2021-04-18,France,Moderna,33267
2021-04-19,France,Moderna,41173
2021-04-20,France,Moderna,42271
2021-04-21,France,Moderna,48821
2021-04-22,France,Moderna,50111
2021-04-23,France,Moderna,40477
2021-04-24,France,Moderna,18224
2021-04-25,France,Moderna,34868
2021-04-26,France,Moderna,43385
2021-04-27,France,Moderna,48920
2021-04-28,France,Moderna,56047
2021-04-29,France,Moderna,53567
2021-04-30,France,Moderna,24847
2021-05-01,France,Moderna,15804
2021-05-02,France,Moderna,39193
2021-05-03,France,Moderna,47523
2021-05-04,France,Moderna,47957
2021-05-05,France,Moderna,59098
2021-05-06,France,Moderna,58687
2021-05-07,France,Moderna,32049
2021-05-08,France,Moderna,20792
2021-05-09,France,Moderna,54715
2021-05-10,France,Moderna,64619
2021-05-11,France,Moderna,69850
2021-05-12,France,Moderna,56930
2021-05-13,France,Moderna,74377
2021-05-14,France,Moderna,73078
2021-05-15,France,Moderna,46171
2021-05-16,France,Moderna,57318
2021-05-17,France,Moderna,67129
2021-05-18,France,Moderna,67920
2021-05-19,France,Moderna,74542
2021-05-20,France,Moderna,76137
2021-05-21,France,Moderna,66083
2021-05-22,France,Moderna,38133
2021-05-23,France,Moderna,19335
2021-05-24,France,Moderna,33615
2021-05-25,France,Moderna,31714
2021-05-26,France,Moderna,35846
2021-05-27,France,Moderna,44633
2021-05-28,France,Moderna,38679
2021-05-29,France,Moderna,6473
2021-05-30,France,Moderna,47515
2021-05-31,France,Moderna,65884
2021-06-01,France,Moderna,56977
2021-06-02,France,Moderna,74563
2021-06-03,France,Moderna,89826
2021-06-04,France,Moderna,58768
2021-06-05,France,Moderna,11162
2021-06-06,France,Moderna,51342
2021-06-07,France,Moderna,69466
2021-06-08,France,Moderna,55404
2021-06-09,France,Moderna,61822
2021-06-10,France,Moderna,80573
2021-06-11,France,Moderna,50419
2021-06-12,France,Moderna,12543
2021-06-13,France,Moderna,49515
2021-06-14,France,Moderna,62022
2021-06-15,France,Moderna,51671
2021-06-16,France,Moderna,62801
