date,location,vaccine,total_vaccinations
2021-01-01,Bulgaria,Moderna,0
2021-01-02,Bulgaria,Moderna,0
2021-01-03,Bulgaria,Moderna,0
2021-01-04,Bulgaria,Moderna,0
2021-01-05,Bulgaria,Moderna,0
2021-01-06,Bulgaria,Moderna,0
2021-01-07,Bulgaria,Moderna,0
2021-01-08,Bulgaria,Moderna,70
2021-01-09,Bulgaria,Moderna,70
2021-01-10,Bulgaria,Moderna,70
2021-01-11,Bulgaria,Moderna,70
2021-01-12,Bulgaria,Moderna,70
2021-01-13,Bulgaria,Moderna,70
2021-01-14,Bulgaria,Moderna,70
2021-01-15,Bulgaria,Moderna,50
2021-01-16,Bulgaria,Moderna,50
2021-01-17,Bulgaria,Moderna,50
2021-01-18,Bulgaria,Moderna,50
2021-01-19,Bulgaria,Moderna,50
2021-01-20,Bulgaria,Moderna,50
2021-01-21,Bulgaria,Moderna,50
2021-01-22,Bulgaria,Moderna,30
2021-01-23,Bulgaria,Moderna,30
2021-01-24,Bulgaria,Moderna,30
2021-01-25,Bulgaria,Moderna,30
2021-01-26,Bulgaria,Moderna,30
2021-01-27,Bulgaria,Moderna,30
2021-01-28,Bulgaria,Moderna,30
2021-01-29,Bulgaria,Moderna,164
2021-01-30,Bulgaria,Moderna,164
2021-01-31,Bulgaria,Moderna,164
2021-02-01,Bulgaria,Moderna,164
2021-02-02,Bulgaria,Moderna,164
2021-02-03,Bulgaria,Moderna,164
2021-02-04,Bulgaria,Moderna,164
2021-02-05,Bulgaria,Moderna,160
2021-02-06,Bulgaria,Moderna,160
2021-02-07,Bulgaria,Moderna,160
2021-02-08,Bulgaria,Moderna,160
2021-02-09,Bulgaria,Moderna,160
2021-02-10,Bulgaria,Moderna,160
2021-02-11,Bulgaria,Moderna,160
2021-02-12,Bulgaria,Moderna,444
2021-02-13,Bulgaria,Moderna,444
2021-02-14,Bulgaria,Moderna,444
2021-02-15,Bulgaria,Moderna,444
2021-02-16,Bulgaria,Moderna,444
2021-02-17,Bulgaria,Moderna,444
2021-02-18,Bulgaria,Moderna,444
2021-02-19,Bulgaria,Moderna,575
2021-02-20,Bulgaria,Moderna,575
2021-02-21,Bulgaria,Moderna,575
2021-02-22,Bulgaria,Moderna,575
2021-02-23,Bulgaria,Moderna,575
2021-02-24,Bulgaria,Moderna,575
2021-02-25,Bulgaria,Moderna,575
2021-02-26,Bulgaria,Moderna,620
2021-02-27,Bulgaria,Moderna,620
2021-02-28,Bulgaria,Moderna,620
2021-03-01,Bulgaria,Moderna,620
2021-03-02,Bulgaria,Moderna,620
2021-03-03,Bulgaria,Moderna,620
2021-03-04,Bulgaria,Moderna,620
2021-03-05,Bulgaria,Moderna,309
2021-03-06,Bulgaria,Moderna,309
2021-03-07,Bulgaria,Moderna,309
2021-03-08,Bulgaria,Moderna,309
2021-03-09,Bulgaria,Moderna,309
2021-03-10,Bulgaria,Moderna,309
2021-03-11,Bulgaria,Moderna,309
2021-03-12,Bulgaria,Moderna,561
2021-03-13,Bulgaria,Moderna,561
2021-03-14,Bulgaria,Moderna,561
2021-03-15,Bulgaria,Moderna,561
2021-03-16,Bulgaria,Moderna,561
2021-03-17,Bulgaria,Moderna,561
2021-03-18,Bulgaria,Moderna,561
2021-03-19,Bulgaria,Moderna,1869
2021-03-20,Bulgaria,Moderna,1869
2021-03-21,Bulgaria,Moderna,1869
2021-03-22,Bulgaria,Moderna,1869
2021-03-23,Bulgaria,Moderna,1869
2021-03-24,Bulgaria,Moderna,1869
2021-03-25,Bulgaria,Moderna,1869
2021-03-26,Bulgaria,Moderna,1543
2021-03-27,Bulgaria,Moderna,1543
2021-03-28,Bulgaria,Moderna,1543
