date,location,vaccine,total_vaccinations
2021-01-01,Czechia,Pfizer/BioNTech,1288
2021-01-01,Czechia,Oxford/AstraZeneca,0
2021-01-01,Czechia,Covaxin,0
2021-01-01,Czechia,Sinovac,0
2021-01-02,Czechia,Pfizer/BioNTech,926
2021-01-02,Czechia,Oxford/AstraZeneca,0
2021-01-02,Czechia,Covaxin,0
2021-01-02,Czechia,Sinovac,0
2021-01-03,Czechia,Pfizer/BioNTech,3599
2021-01-03,Czechia,Oxford/AstraZeneca,0
2021-01-03,Czechia,Covaxin,0
2021-01-03,Czechia,Sinovac,0
2021-01-04,Czechia,Pfizer/BioNTech,4506
2021-01-04,Czechia,Oxford/AstraZeneca,0
2021-01-04,Czechia,Covaxin,0
2021-01-04,Czechia,Sinovac,0
2021-01-05,Czechia,Pfizer/BioNTech,5838
2021-01-05,Czechia,Oxford/AstraZeneca,0
2021-01-05,Czechia,Covaxin,0
2021-01-05,Czechia,Sinovac,0
2021-01-06,Czechia,Pfizer/BioNTech,7989
2021-01-06,Czechia,Oxford/AstraZeneca,0
2021-01-06,Czechia,Covaxin,0
2021-01-06,Czechia,Sinovac,0
2021-01-07,Czechia,Pfizer/BioNTech,10035
2021-01-07,Czechia,Oxford/AstraZeneca,0
2021-01-07,Czechia,Covaxin,0
2021-01-07,Czechia,Sinovac,0
2021-01-08,Czechia,Pfizer/BioNTech,2027
2021-01-08,Czechia,Oxford/AstraZeneca,0
2021-01-08,Czechia,Covaxin,0
2021-01-08,Czechia,Sinovac,0
2021-01-09,Czechia,Pfizer/BioNTech,1775
2021-01-09,Czechia,Oxford/AstraZeneca,0
2021-01-09,Czechia,Covaxin,0
2021-01-09,Czechia,Sinovac,0
2021-01-10,Czechia,Pfizer/BioNTech,9850
2021-01-10,Czechia,Oxford/AstraZeneca,0
2021-01-10,Czechia,Covaxin,0
2021-01-10,Czechia,Sinovac,0
2021-01-11,Czechia,Pfizer/BioNTech,13444
2021-01-11,Czechia,Oxford/AstraZeneca,0
2021-01-11,Czechia,Covaxin,0
2021-01-11,Czechia,Sinovac,0
2021-01-12,Czechia,Pfizer/BioNTech,13523
2021-01-12,Czechia,Oxford/AstraZeneca,0
2021-01-12,Czechia,Covaxin,0
2021-01-12,Czechia,Sinovac,0
2021-01-13,Czechia,Pfizer/BioNTech,14009
2021-01-13,Czechia,Oxford/AstraZeneca,0
2021-01-13,Czechia,Covaxin,0
2021-01-13,Czechia,Sinovac,0
2021-01-14,Czechia,Pfizer/BioNTech,13233
2021-01-14,Czechia,Oxford/AstraZeneca,0
2021-01-14,Czechia,Covaxin,0
