truth,pred,pred_sir,fecha,xprice
1550.0,1529.0072591662026,1556.8188448252947,2021-03-08,0
1550.0,1634.6559017570103,1692.2096861475438,2021-03-08,0
103.0,322.0,0.0,2021-03-09,0
103.0,37.0,0.0,2021-03-09,0
472.0,2688.0,0.0,2021-03-10,0
472.0,0.0,0.0,2021-03-10,0
1688.0,227.0,114.0,2021-03-11,0
1688.0,0.0,114.0,2021-03-11,0
1109.0,1283.0,266.0,2021-03-12,0
1109.0,26.0,266.0,2021-03-12,0
1209.0,1812.0,574.0,2021-03-13,0
1209.0,0.0,574.0,2021-03-13,0
1388.0,1550.0,470.0,2021-03-14,0
1388.0,0.0,470.0,2021-03-14,0
1537.0,103.0,0.0,2021-03-15,0
1537.0,1.0,0.0,2021-03-15,0
268.0,470.0,0.0,2021-03-16,0
325.0,850.0,804.0,2021-03-17,0
2706.0,0.0,0.0,2021-03-18,0
1792.0,1209.0,0.0,2021-03-19,0
2161.0,0.0,413.0,2021-03-20,0
1163.0,1537.0,342.0,2021-03-21,0
1686.0,1556.9604659857582,1553.4817960733465,2021-03-22,0
1686.0,1716.2450606001696,1768.7482305350275,2021-03-22,0
235.0,0.0,0.0,2021-03-23,0
235.0,325.0,0.0,2021-03-23,0
677.0,2123.0,440.0,2021-03-24,0
677.0,1072.0,440.0,2021-03-24,0
3186.0,0.0,0.0,2021-03-25,0
3186.0,1792.0,0.0,2021-03-25,0
1807.0,0.0,0.0,2021-03-26,0
1807.0,2161.0,0.0,2021-03-26,0
2710.0,0.0,114.0,2021-03-27,0
2710.0,1163.0,114.0,2021-03-27,0
1189.0,790.0,1085.0,2021-03-28,0
1189.0,268.0,1085.0,2021-03-28,0
1724.0,0.0,0.0,2021-03-29,0
1724.0,235.0,0.0,2021-03-29,0
