truth,pred,pred_sir,fecha,xprice
118.0,114.81191933010123,112.35734618539301,2021-01-11,0
118.0,117.90489897081389,122.28906270363693,2021-01-11,0
124.0,255.0,250.0,2021-01-12,0
124.0,180.0,250.0,2021-01-12,0
287.0,0.0,118.0,2021-01-13,0
287.0,35.0,118.0,2021-01-13,0
110.0,379.0,23.0,2021-01-14,0
110.0,448.0,23.0,2021-01-14,0
140.0,0.0,0.0,2021-01-15,0
140.0,98.0,0.0,2021-01-15,0
176.0,176.0,0.0,2021-01-16,0
176.0,232.0,0.0,2021-01-16,0
196.0,50.0,0.0,2021-01-17,0
196.0,125.0,0.0,2021-01-17,0
78.0,143.0,18.0,2021-01-18,0
78.0,82.0,18.0,2021-01-18,0
106.0,299.0,270.0,2021-01-19,0
359.0,156.0,63.0,2021-01-20,0
312.0,164.0,426.0,2021-01-21,0
0.0,201.0,132.0,2021-01-22,0
371.0,227.0,235.0,2021-01-23,0
180.0,113.0,155.0,2021-01-24,0
37.0,35.3523180076588,37.180410601971424,2021-01-25,0
37.0,34.16861417686212,34.48285512272102,2021-01-25,0
125.0,369.0,292.0,2021-01-26,0
125.0,243.0,292.0,2021-01-26,0
506.0,349.0,87.0,2021-01-27,0
506.0,202.0,87.0,2021-01-27,0
305.0,31.0,450.0,2021-01-28,0
305.0,0.0,450.0,2021-01-28,0
378.0,371.0,340.0,2021-01-29,0
378.0,428.0,340.0,2021-01-29,0
410.0,245.0,261.0,2021-01-30,0
410.0,103.0,261.0,2021-01-30,0
0.0,52.0,181.0,2021-01-31,0
0.0,20.0,181.0,2021-01-31,0
0.0,128.0,67.0,2021-02-01,0
0.0,84.0,67.0,2021-02-01,0
