truth,pred,pred_sir,fecha,xprice
0.0,0.0,0.0,2021-02-08,0
0.0,0.0,0.0,2021-02-08,0
212.0,4.0,168.0,2021-02-09,0
212.0,26.0,168.0,2021-02-09,0
77.0,21.0,189.0,2021-02-10,0
77.0,18.0,189.0,2021-02-10,0
44.0,104.0,139.0,2021-02-11,0
44.0,34.0,139.0,2021-02-11,0
138.0,0.0,41.0,2021-02-12,0
138.0,0.0,41.0,2021-02-12,0
321.0,0.0,19.0,2021-02-13,0
321.0,0.0,19.0,2021-02-13,0
49.0,0.0,69.0,2021-02-14,0
49.0,0.0,69.0,2021-02-14,0
8.0,212.0,0.0,2021-02-15,0
8.0,40.0,0.0,2021-02-15,0
297.0,44.0,68.0,2021-02-16,0
246.0,8.0,83.0,2021-02-17,0
352.0,131.0,166.0,2021-02-18,0
301.0,214.0,58.0,2021-02-19,0
270.0,0.0,0.0,2021-02-20,0
197.0,8.0,0.0,2021-02-21,0
168.0,172.84589877844198,155.3020763897053,2021-02-22,0
168.0,159.92256784552,153.21861960092548,2021-02-22,0
172.0,246.0,34.0,2021-02-23,0
172.0,0.0,34.0,2021-02-23,0
363.0,352.0,52.0,2021-02-24,0
363.0,0.0,52.0,2021-02-24,0
309.0,301.0,197.0,2021-02-25,0
309.0,43.0,197.0,2021-02-25,0
524.0,233.0,32.0,2021-02-26,0
524.0,0.0,32.0,2021-02-26,0
500.0,197.0,0.0,2021-02-27,0
500.0,0.0,0.0,2021-02-27,0
225.0,168.0,0.0,2021-02-28,0
225.0,0.0,0.0,2021-02-28,0
51.0,172.0,0.0,2021-03-01,0
51.0,8.0,0.0,2021-03-01,0
