truth,pred,pred_sir,fecha,xprice
392.0,425.3174058971303,356.4069731735641,2021-03-22,200
392.0,371.0379562378537,380.12391856821694,2021-03-22,200
318.0,0.0,0.0,2021-03-23,200
318.0,200.0,0.0,2021-03-23,200
394.0,0.0,0.0,2021-03-24,200
394.0,459.0,0.0,2021-03-24,200
349.0,0.0,0.0,2021-03-25,200
349.0,362.0,0.0,2021-03-25,200
275.0,0.0,50.0,2021-03-26,200
275.0,370.0,50.0,2021-03-26,200
311.0,0.0,0.0,2021-03-27,200
311.0,344.0,0.0,2021-03-27,200
349.0,0.0,267.0,2021-03-28,200
349.0,392.0,267.0,2021-03-28,200
319.0,0.0,0.0,2021-03-29,200
319.0,318.0,0.0,2021-03-29,200
313.0,0.0,0.0,2021-03-30,200
343.0,349.0,250.0,2021-03-31,200
423.0,0.0,139.0,2021-04-01,200
717.0,311.0,142.0,2021-04-02,200
293.0,0.0,115.0,2021-04-03,200
693.0,319.0,170.0,2021-04-04,200
390.0,414.56738539087934,427.86833135617724,2021-04-05,200
390.0,426.5797929642875,421.5859709528943,2021-04-05,200
415.0,0.0,0.0,2021-04-06,200
415.0,343.0,0.0,2021-04-06,200
550.0,0.0,249.0,2021-04-07,200
550.0,423.0,249.0,2021-04-07,200
546.0,47.0,56.0,2021-04-08,200
546.0,615.0,56.0,2021-04-08,200
516.0,0.0,67.0,2021-04-09,200
516.0,293.0,67.0,2021-04-09,200
608.0,228.0,47.0,2021-04-10,200
608.0,201.0,47.0,2021-04-10,200
587.0,71.0,110.0,2021-04-11,200
587.0,236.0,110.0,2021-04-11,200
432.0,40.0,0.0,2021-04-12,200
432.0,328.0,0.0,2021-04-12,200
