truth,pred,pred_sir,fecha,xprice
0.0,0.0,0.0,2021-04-05,0
0.0,0.0,0.0,2021-04-05,0
0.0,0.0,374.0,2021-04-06,0
0.0,0.0,374.0,2021-04-06,0
0.0,0.0,411.0,2021-04-07,0
0.0,0.0,411.0,2021-04-07,0
0.0,0.0,207.0,2021-04-08,0
0.0,0.0,207.0,2021-04-08,0
0.0,0.0,187.0,2021-04-09,0
0.0,0.0,187.0,2021-04-09,0
0.0,0.0,176.0,2021-04-10,0
0.0,0.0,176.0,2021-04-10,0
0.0,0.0,0.0,2021-04-11,0
0.0,0.0,0.0,2021-04-11,0
0.0,0.0,0.0,2021-04-12,0
0.0,0.0,0.0,2021-04-12,0
0.0,0.0,284.0,2021-04-13,0
0.0,0.0,216.0,2021-04-14,0
0.0,0.0,163.0,2021-04-15,0
0.0,0.0,103.0,2021-04-16,0
0.0,0.0,0.0,2021-04-17,0
0.0,0.0,0.0,2021-04-18,0
0.0,0.0,0.0,2021-04-19,0
0.0,0.0,0.0,2021-04-19,0
0.0,0.0,155.0,2021-04-20,0
0.0,0.0,155.0,2021-04-20,0
0.0,0.0,104.0,2021-04-21,0
0.0,0.0,104.0,2021-04-21,0
0.0,0.0,69.0,2021-04-22,0
0.0,0.0,69.0,2021-04-22,0
0.0,0.0,23.0,2021-04-23,0
0.0,0.0,23.0,2021-04-23,0
0.0,0.0,0.0,2021-04-24,0
0.0,0.0,0.0,2021-04-24,0
0.0,0.0,95.0,2021-04-25,0
0.0,0.0,95.0,2021-04-25,0
0.0,0.0,375.0,2021-04-26,0
0.0,0.0,375.0,2021-04-26,0
