truth,pred,pred_sir,fecha,xprice
0.0,0.0,0.0,2021-04-05,0
0.0,0.0,0.0,2021-04-05,0
10190.0,0.0,2299.0,2021-04-06,0
10190.0,4832.0,2299.0,2021-04-06,0
6474.0,0.0,6139.0,2021-04-07,0
6474.0,8372.0,6139.0,2021-04-07,0
8638.0,0.0,2251.0,2021-04-08,0
8638.0,6881.0,2251.0,2021-04-08,0
9751.0,0.0,0.0,2021-04-09,0
9751.0,0.0,0.0,2021-04-09,0
10725.0,9400.0,0.0,2021-04-10,0
10725.0,0.0,0.0,2021-04-10,0
0.0,0.0,0.0,2021-04-11,0
0.0,0.0,0.0,2021-04-11,0
0.0,10190.0,0.0,2021-04-12,0
0.0,0.0,0.0,2021-04-12,0
22596.0,6474.0,0.0,2021-04-13,0
6117.0,0.0,3374.0,2021-04-14,0
10300.0,9751.0,2099.0,2021-04-15,0
9491.0,0.0,0.0,2021-04-16,0
10423.0,0.0,4491.0,2021-04-17,0
0.0,0.0,0.0,2021-04-18,0
0.0,0.0,0.0,2021-04-19,0
0.0,0.0,0.0,2021-04-19,0
20898.0,6117.0,0.0,2021-04-20,0
20898.0,0.0,0.0,2021-04-20,0
0.0,10300.0,1302.0,2021-04-21,0
0.0,0.0,1302.0,2021-04-21,0
17503.0,9491.0,438.0,2021-04-22,0
17503.0,0.0,438.0,2021-04-22,0
10596.0,10423.0,0.0,2021-04-23,0
10596.0,0.0,0.0,2021-04-23,0
11508.0,0.0,3089.0,2021-04-24,0
11508.0,0.0,3089.0,2021-04-24,0
0.0,0.0,0.0,2021-04-25,0
0.0,0.0,0.0,2021-04-25,0
0.0,20898.0,8443.0,2021-04-26,0
0.0,0.0,8443.0,2021-04-26,0
