truth,pred,pred_sir,fecha,xprice
20044.0,19105.562478867727,21359.47414306309,2021-03-22,200
20044.0,21988.703673726697,21180.080472539754,2021-03-22,200
24514.0,0.0,0.0,2021-03-23,200
24514.0,20320.0,0.0,2021-03-23,200
18671.0,0.0,0.0,2021-03-24,200
18671.0,22968.0,0.0,2021-03-24,200
21158.0,0.0,0.0,2021-03-25,200
21158.0,24815.0,0.0,2021-03-25,200
23567.0,0.0,0.0,2021-03-26,200
23567.0,25617.0,0.0,2021-03-26,200
24073.0,0.0,2931.0,2021-03-27,200
24073.0,23832.0,2931.0,2021-03-27,200
23740.0,0.0,10662.0,2021-03-28,200
23740.0,20044.0,10662.0,2021-03-28,200
19600.0,0.0,0.0,2021-03-29,200
19600.0,24514.0,0.0,2021-03-29,200
12905.0,0.0,3993.0,2021-03-30,200
16006.0,21158.0,6928.0,2021-03-31,200
23840.0,0.0,8459.0,2021-04-01,200
22177.0,24073.0,9442.0,2021-04-02,200
21903.0,0.0,8011.0,2021-04-03,200
21226.0,19600.0,5008.0,2021-04-04,200
18019.0,18087.435875088624,16455.218432068657,2021-04-05,200
18019.0,17919.584813414716,17796.486781696625,2021-04-05,200
10682.0,0.0,0.0,2021-04-06,200
10682.0,16006.0,0.0,2021-04-06,200
7705.0,0.0,13622.0,2021-04-07,200
7705.0,23840.0,13622.0,2021-04-07,200
13627.0,0.0,4237.0,2021-04-08,200
13627.0,22177.0,4237.0,2021-04-08,200
17094.0,0.0,5706.0,2021-04-09,200
17094.0,21903.0,5706.0,2021-04-09,200
18831.0,0.0,4697.0,2021-04-10,200
18831.0,21226.0,4697.0,2021-04-10,200
17463.0,0.0,2100.0,2021-04-11,200
17463.0,18019.0,2100.0,2021-04-11,200
15713.0,0.0,0.0,2021-04-12,200
15713.0,10682.0,0.0,2021-04-12,200
