truth,pred,pred_sir,fecha,xprice
8916.0,8578.314022057057,9435.31675499328,2020-12-28,37
8549.0,10894.0,9132.0,2020-12-29,37
11190.0,10777.0,9855.0,2020-12-30,37
16180.0,14952.0,14041.0,2020-12-31,37
23452.0,14760.0,15082.0,2021-01-01,37
22183.0,6178.0,6567.0,2021-01-02,37
11803.0,7163.0,5275.0,2021-01-03,37
14219.0,6522.0,0.0,2021-01-04,37
10770.0,9350.0,5638.0,2021-01-05,37
15346.0,13547.0,6528.0,2021-01-06,37
20302.0,19638.0,10890.0,2021-01-07,37
18399.0,16642.0,12101.0,2021-01-08,37
17527.0,7103.0,3744.0,2021-01-09,37
19969.0,12218.0,2597.0,2021-01-10,37
18607.0,19407.634098087176,18823.031872096337,2021-01-11,37
18607.0,19369.69371763936,18304.215224089497,2021-01-11,37
12511.0,16442.0,13929.0,2021-01-12,37
12511.0,10730.0,13929.0,2021-01-12,37
14228.0,17294.0,4121.0,2021-01-13,37
14228.0,22923.0,4121.0,2021-01-13,37
15757.0,11944.0,8625.0,2021-01-14,37
15757.0,20200.0,8625.0,2021-01-14,37
17227.0,11831.0,9972.0,2021-01-15,37
17227.0,19307.0,9972.0,2021-01-15,37
16130.0,14521.0,1739.0,2021-01-16,37
16130.0,22146.0,1739.0,2021-01-16,37
16301.0,12339.0,711.0,2021-01-17,37
16301.0,20449.0,711.0,2021-01-17,37
12532.0,15550.0,0.0,2021-01-18,37
12532.0,8102.0,0.0,2021-01-18,37
