truth,pred,pred_sir,fecha,CountryName,Month,Year
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
11606.0,10714.0,9059.0,2021-01-01,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
4095.0,743.0,2074.0,2021-01-02,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5257.0,4829.0,3424.0,2021-01-03,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
5901.0,5863.0,0.0,2021-01-04,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
8220.0,10031.0,5074.0,2021-01-05,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13794.0,9000.0,5605.0,2021-01-06,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13540.0,9109.0,0.0,2021-01-07,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13823.0,1567.0,7588.0,2021-01-08,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
13389.0,4823.0,672.0,2021-01-09,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
11072.0,4570.0,2089.0,2021-01-10,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14750.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9722.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,14686.0,14066.0,2021-01-12,Argentina,1,2021
8698.0,9672.0,14066.0,2021-01-12,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10854.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15329.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,10823.0,4385.0,2021-01-13,Argentina,1,2021
13761.0,15272.0,4385.0,2021-01-13,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9567.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15388.0,0.0,2021-01-14,Argentina,1,2021
12559.0,9513.0,0.0,2021-01-14,Argentina,1,2021
12559.0,15333.0,0.0,2021-01-14,Argentina,1,2021
13176.0,9098.0,6436.0,2021-01-15,Argentina,1,2021
13176.0,14866.0,6436.0,2021-01-15,Argentina,1,2021
13176.0,9043.0,6436.0,2021-01-15,Argentina,1,2021
13176.0,14813.0,6436.0,2021-01-15,Argentina,1,2021
13176.0,9098.0,6436.0,2021-01-15,Argentina,1,2021
13176.0,14866.0,6436.0,2021-01-15,Argentina,1,2021
