CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Argentina,,2020-12-28,1.0418308,5593,1.02579
Argentina,,2020-12-29,1.0418308,8238,1.0259476
Argentina,,2020-12-30,1.0418308,8751,1.0277599
Argentina,,2020-12-31,1.0418308,263,1.0303489
Argentina,,2021-01-01,1.0418308,11038,1.0323766
Argentina,,2021-01-02,1.0418308,4160,1.0347655
Argentina,,2021-01-03,1.0418308,5496,1.0354657
Argentina,,2021-01-04,1.0418308,6104,1.0365549
Argentina,,2021-01-05,1.0418308,8807,1.037774
Argentina,,2021-01-06,1.0418308,9368,1.038693
Argentina,,2021-01-07,1.0418308,918,1.0393616
Argentina,,2021-01-08,1.0418308,11724,1.0398464
Argentina,,2021-01-09,1.0418308,4882,1.0404149
Argentina,,2021-01-10,1.0418308,6261,1.0411097
Argentina,,2021-01-11,1.0418308,6915,1.0418308
Austria,,2020-12-28,1.0381571,0,1.0073932
Austria,,2020-12-29,1.0381571,1133,1.0087295
Austria,,2020-12-30,1.0381571,1932,1.0121619
Austria,,2020-12-31,1.0381571,2428,1.0155739
Austria,,2021-01-01,1.0381571,2762,1.019504
Austria,,2021-01-02,1.0381571,1758,1.0233645
Austria,,2021-01-03,1.0381571,1253,1.0247762
Austria,,2021-01-04,1.0381571,0,1.0265148
Austria,,2021-01-05,1.0381571,1154,1.0287343
Austria,,2021-01-06,1.0381571,1975,1.0306686
Austria,,2021-01-07,1.0381571,2491,1.0325027
Austria,,2021-01-08,1.0381571,2843,1.034055
Austria,,2021-01-09,1.0381571,1857,1.0356251
Austria,,2021-01-10,1.0381571,1366,1.0368154
Austria,,2021-01-11,1.0381571,129,1.0381571
Belgium,,2020-12-28,1.0422086,0,1.0270219
Belgium,,2020-12-29,1.0422086,2048,1.0265032
Belgium,,2020-12-30,1.0422086,3089,1.0276109
Belgium,,2020-12-31,1.0422086,2505,1.0298368
Belgium,,2021-01-01,1.0422086,2276,1.0318779
Belgium,,2021-01-02,1.0422086,730,1.0366427
Belgium,,2021-01-03,1.0422086,805,1.0359849
Belgium,,2021-01-04,1.0422086,0,1.0365419
Belgium,,2021-01-05,1.0422086,2026,1.037267
Belgium,,2021-01-06,1.0422086,3082,1.0385609
Belgium,,2021-01-07,1.0422086,2509,1.0395453
Belgium,,2021-01-08,1.0422086,2289,1.0403588
Belgium,,2021-01-09,1.0422086,748,1.0408973
Belgium,,2021-01-10,1.0422086,831,1.0416048
Belgium,,2021-01-11,1.0422086,33,1.0422086
Bulgaria,,2020-12-28,1.0360683,0,0.9991363
Bulgaria,,2020-12-29,1.0360683,1658,0.99616855
Bulgaria,,2020-12-30,1.0360683,1499,1.0001553
Bulgaria,,2020-12-31,1.0360683,684,1.004482
Bulgaria,,2021-01-01,1.0360683,206,1.0118115
Bulgaria,,2021-01-02,1.0360683,442,1.0174556
Bulgaria,,2021-01-03,1.0360683,312,1.0185206
Bulgaria,,2021-01-04,1.0360683,1,1.0198959
Bulgaria,,2021-01-05,1.0360683,1676,1.0235071
Bulgaria,,2021-01-06,1.0360683,1527,1.0256182
Bulgaria,,2021-01-07,1.0360683,723,1.027941
Bulgaria,,2021-01-08,1.0360683,253,1.0295844
Bulgaria,,2021-01-09,1.0360683,501,1.0320344
Bulgaria,,2021-01-10,1.0360683,380,1.0337229
Bulgaria,,2021-01-11,1.0360683,82,1.0360683
Canada,,2020-12-28,1.041262,14331,1.0226618
Canada,,2020-12-29,1.041262,7085,1.0220155
Canada,,2020-12-30,1.041262,7363,1.0241545
Canada,,2020-12-31,1.041262,7155,1.026408
Canada,,2021-01-01,1.041262,6912,1.0297143
Canada,,2021-01-02,1.041262,6535,1.0324568
Canada,,2021-01-03,1.041262,6748,1.0330458
Canada,,2021-01-04,1.041262,15664,1.0338879
Canada,,2021-01-05,1.041262,8541,1.0354947
Canada,,2021-01-06,1.041262,8922,1.0366246
Canada,,2021-01-07,1.041262,8818,1.0376937
Canada,,2021-01-08,1.041262,8671,1.038512
Canada,,2021-01-09,1.041262,8407,1.0395103
Canada,,2021-01-10,1.041262,8725,1.0402867
Canada,,2021-01-11,1.041262,17765,1.041262
Switzerland,,2020-12-28,1.0416096,3467,1.024325
Switzerland,,2020-12-29,1.0416096,4037,1.0228584
Switzerland,,2020-12-30,1.0416096,4838,1.0244046
Switzerland,,2020-12-31,1.0416096,4735,1.0266832
Switzerland,,2021-01-01,1.0416096,0,1.0307674
Switzerland,,2021-01-02,1.0416096,0,1.0334221
Switzerland,,2021-01-03,1.0416096,0,1.0337586
Switzerland,,2021-01-04,1.0416096,3464,1.0343733
Switzerland,,2021-01-05,1.0416096,4061,1.036036
Switzerland,,2021-01-06,1.0416096,4879,1.0370514
Switzerland,,2021-01-07,1.0416096,4792,1.0380152
Switzerland,,2021-01-08,1.0416096,70,1.0388113
Switzerland,,2021-01-09,1.0416096,87,1.0397865
Switzerland,,2021-01-10,1.0416096,98,1.0404404
Switzerland,,2021-01-11,1.0416096,3583,1.0416096
Cyprus,,2020-12-28,1.0421262,698,1.0280036
Cyprus,,2020-12-29,1.0421262,317,1.025524
Cyprus,,2020-12-30,1.0421262,434,1.0265388
Cyprus,,2020-12-31,1.0421262,516,1.0284665
Cyprus,,2021-01-01,1.0421262,481,1.0319978
Cyprus,,2021-01-02,1.0421262,114,1.0361583
Cyprus,,2021-01-03,1.0421262,84,1.0356333
Cyprus,,2021-01-04,1.0421262,764,1.0359544
Cyprus,,2021-01-05,1.0421262,388,1.0373061
Cyprus,,2021-01-06,1.0421262,510,1.0383948
Cyprus,,2021-01-07,1.0421262,596,1.0390909
Cyprus,,2021-01-08,1.0421262,565,1.0399652
Cyprus,,2021-01-09,1.0421262,203,1.0407741
Cyprus,,2021-01-10,1.0421262,178,1.0414691
Cyprus,,2021-01-11,1.0421262,863,1.0421262
Czech Republic,,2020-12-28,1.0451071,2050,1.049469
Czech Republic,,2020-12-29,1.0451071,8021,1.0467486
Czech Republic,,2020-12-30,1.0451071,10970,1.0454888
Czech Republic,,2020-12-31,1.0451071,14202,1.0448837
Czech Republic,,2021-01-01,1.0451071,4486,1.0464066
Czech Republic,,2021-01-02,1.0451071,2890,1.0479746
Czech Republic,,2021-01-03,1.0451071,3169,1.047017
Czech Republic,,2021-01-04,1.0451071,2185,1.0462499
Czech Republic,,2021-01-05,1.0451071,8160,1.0463228
Czech Republic,,2021-01-06,1.0451071,11107,1.046284
