CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Argentina,,2020-12-28,1.0484233,8179,1.03027
Argentina,,2020-12-29,1.0484233,8447,1.0306938
Argentina,,2020-12-30,1.0484233,9005,1.0333809
Argentina,,2020-12-31,1.0484233,482,1.0349408
Argentina,,2021-01-01,1.0484233,11307,1.0378572
Argentina,,2021-01-02,1.0484233,4402,1.039356
Argentina,,2021-01-03,1.0484233,5788,1.0409921
Argentina,,2021-01-04,1.0484233,8986,1.0419154
Argentina,,2021-01-05,1.0484233,9329,1.0432082
Argentina,,2021-01-06,1.0484233,9933,1.043839
Argentina,,2021-01-07,1.0484233,1461,1.044515
Argentina,,2021-01-08,1.0484233,12336,1.0451431
Argentina,,2021-01-09,1.0484233,5484,1.0457718
Argentina,,2021-01-10,1.0484233,6946,1.046818
Argentina,,2021-01-11,1.0484233,10178,1.0469769
Argentina,,2021-01-12,1.0484233,10592,1.0478128
Argentina,,2021-01-13,1.0484233,11192,1.0472314
Argentina,,2021-01-14,1.0484233,2771,1.0476394
Argentina,,2021-01-15,1.0484233,13663,1.0474359
Argentina,,2021-01-16,1.0484233,6863,1.0478201
Argentina,,2021-01-17,1.0484233,8374,1.048111
Argentina,,2021-01-18,1.0484233,11658,1.0484233
Austria,,2020-12-28,1.0475668,0,1.0124679
Austria,,2020-12-29,1.0475668,1185,1.0132543
Austria,,2020-12-30,1.0475668,1991,1.0173242
Austria,,2020-12-31,1.0475668,2476,1.0198642
Austria,,2021-01-01,1.0475668,2821,1.0248524
Austria,,2021-01-02,1.0475668,1805,1.0276031
Austria,,2021-01-03,1.0475668,1318,1.0306152
Austria,,2021-01-04,1.0475668,64,1.0324875
Austria,,2021-01-05,1.0475668,1284,1.0355092
Austria,,2021-01-06,1.0475668,2112,1.037324
Austria,,2021-01-07,1.0475668,2626,1.0397484
Austria,,2021-01-08,1.0475668,2992,1.0413663
Austria,,2021-01-09,1.0475668,1997,1.042913
Austria,,2021-01-10,1.0475668,1524,1.0438933
Austria,,2021-01-11,1.0475668,282,1.0445918
Austria,,2021-01-12,1.0475668,1519,1.0455909
Austria,,2021-01-13,1.0475668,2345,1.0451094
Austria,,2021-01-14,1.0475668,2872,1.0458455
Austria,,2021-01-15,1.0475668,3242,1.0457764
Austria,,2021-01-16,1.0475668,2260,1.0464325
Austria,,2021-01-17,1.0475668,1800,1.0469855
Austria,,2021-01-18,1.0475668,571,1.0475668
Belgium,,2020-12-28,1.0484244,0,1.031571
Belgium,,2020-12-29,1.0484244,2095,1.0305641
Belgium,,2020-12-30,1.0484244,3142,1.0323535
Belgium,,2020-12-31,1.0484244,2543,1.0332191
Belgium,,2021-01-01,1.0484244,2332,1.0369166
Belgium,,2021-01-02,1.0484244,756,1.0389763
Belgium,,2021-01-03,1.0484244,852,1.0402293
Belgium,,2021-01-04,1.0484244,18,1.0407778
Belgium,,2021-01-05,1.0484244,2132,1.0424967
Belgium,,2021-01-06,1.0484244,3191,1.0435503
Belgium,,2021-01-07,1.0484244,2607,1.044885
Belgium,,2021-01-08,1.0484244,2409,1.045913
Belgium,,2021-01-09,1.0484244,841,1.0466036
Belgium,,2021-01-10,1.0484244,944,1.047152
Belgium,,2021-01-11,1.0484244,112,1.0472797
Belgium,,2021-01-12,1.0484244,2236,1.0480927
Belgium,,2021-01-13,1.0484244,3286,1.0471895
Belgium,,2021-01-14,1.0484244,2707,1.0475609
Belgium,,2021-01-15,1.0484244,2500,1.0467855
Belgium,,2021-01-16,1.0484244,939,1.0473164
Belgium,,2021-01-17,1.0484244,1049,1.0478126
Belgium,,2021-01-18,1.0484244,225,1.0484244
Bulgaria,,2020-12-28,1.0468606,0,1.0032777
Bulgaria,,2020-12-29,1.0468606,1678,1.0002029
Bulgaria,,2020-12-30,1.0468606,1525,1.0054692
Bulgaria,,2020-12-31,1.0468606,700,1.0078065
Bulgaria,,2021-01-01,1.0468606,225,1.0159016
Bulgaria,,2021-01-02,1.0468606,452,1.0196135
Bulgaria,,2021-01-03,1.0468606,338,1.0239555
Bulgaria,,2021-01-04,1.0468606,30,1.025934
Bulgaria,,2021-01-05,1.0468606,1730,1.0304021
Bulgaria,,2021-01-06,1.0468606,1587,1.0324674
Bulgaria,,2021-01-07,1.0468606,780,1.0359427
Bulgaria,,2021-01-08,1.0468606,317,1.0380043
Bulgaria,,2021-01-09,1.0468606,559,1.0405309
Bulgaria,,2021-01-10,1.0468606,457,1.0424713
Bulgaria,,2021-01-11,1.0468606,158,1.0435925
Bulgaria,,2021-01-12,1.0468606,1868,1.0450064
Bulgaria,,2021-01-13,1.0468606,1719,1.0432308
Bulgaria,,2021-01-14,1.0468606,920,1.0441949
Bulgaria,,2021-01-15,1.0468606,458,1.0437684
Bulgaria,,2021-01-16,1.0468606,709,1.0447654
Bulgaria,,2021-01-17,1.0468606,618,1.0458521
Bulgaria,,2021-01-18,1.0468606,329,1.0468606
Canada,,2020-12-28,1.0482615,16668,1.02628
Canada,,2020-12-29,1.0482615,7305,1.025688
Canada,,2020-12-30,1.0482615,7628,1.028468
Canada,,2020-12-31,1.0482615,7396,1.0300214
Canada,,2021-01-01,1.0482615,7196,1.0337799
Canada,,2021-01-02,1.0482615,6794,1.0357223
Canada,,2021-01-03,1.0482615,7104,1.0377795
Canada,,2021-01-04,1.0482615,18391,1.0388752
Canada,,2021-01-05,1.0482615,9203,1.0409312
Canada,,2021-01-06,1.0482615,9651,1.042001
Canada,,2021-01-07,1.0482615,9587,1.0435975
Canada,,2021-01-08,1.0482615,9522,1.0445205
Canada,,2021-01-09,1.0482615,9272,1.0455813
Canada,,2021-01-10,1.0482615,9728,1.0464056
Canada,,2021-01-11,1.0482615,21143,1.0468582
Canada,,2021-01-12,1.0482615,12106,1.0475246
Canada,,2021-01-13,1.0482615,12597,1.0467225
Canada,,2021-01-14,1.0482615,12674,1.047147
Canada,,2021-01-15,1.0482615,12702,1.0469145
Canada,,2021-01-16,1.0482615,12607,1.0473684
Canada,,2021-01-17,1.0482615,13227,1.047817
Canada,,2021-01-18,1.0482615,24814,1.0482615
Switzerland,,2020-12-28,1.0482718,4861,1.0279638
Switzerland,,2020-12-29,1.0482718,4094,1.0268686
Switzerland,,2020-12-30,1.0482718,4908,1.0290598
Switzerland,,2020-12-31,1.0482718,4798,1.0308138
Switzerland,,2021-01-01,1.0482718,0,1.0343006
Switzerland,,2021-01-02,1.0482718,34,1.0364699
Switzerland,,2021-01-03,1.0482718,65,1.0381858
Switzerland,,2021-01-04,1.0482718,4946,1.0392665
Switzerland,,2021-01-05,1.0482718,4214,1.0411808
Switzerland,,2021-01-06,1.0482718,5047,1.0421841
Switzerland,,2021-01-07,1.0482718,4968,1.043807
Switzerland,,2021-01-08,1.0482718,187,1.0446637
Switzerland,,2021-01-09,1.0482718,246,1.0458711
Switzerland,,2021-01-10,1.0482718,292,1.0465634
Switzerland,,2021-01-11,1.0482718,5190,1.0472804
Switzerland,,2021-01-12,1.0482718,4471,1.047817
Switzerland,,2021-01-13,1.0482718,5286,1.0467608
Switzerland,,2021-01-14,1.0482718,5215,1.047012
Switzerland,,2021-01-15,1.0482718,433,1.046803
Switzerland,,2021-01-16,1.0482718,504,1.0472578
Switzerland,,2021-01-17,1.0482718,564,1.0477732
Switzerland,,2021-01-18,1.0482718,5475,1.0482718
Cyprus,,2020-12-28,1.0484229,817,1.031427
Cyprus,,2020-12-29,1.0484229,327,1.0289689
Cyprus,,2020-12-30,1.0484229,447,1.0308973
Cyprus,,2020-12-31,1.0484229,527,1.0317116
Cyprus,,2021-01-01,1.0484229,494,1.0359727
Cyprus,,2021-01-02,1.0484229,123,1.0381
Cyprus,,2021-01-03,1.0484229,100,1.039799
Cyprus,,2021-01-04,1.0484229,900,1.0404513
Cyprus,,2021-01-05,1.0484229,418,1.0423717
Cyprus,,2021-01-06,1.0484229,543,1.0431705
Cyprus,,2021-01-07,1.0484229,631,1.0446991
Cyprus,,2021-01-08,1.0484229,604,1.0456935
Cyprus,,2021-01-09,1.0484229,240,1.046634
Cyprus,,2021-01-10,1.0484229,224,1.0473515
Cyprus,,2021-01-11,1.0484229,1029,1.0474881
Cyprus,,2021-01-12,1.0484229,555,1.0483716
Cyprus,,2021-01-13,1.0484229,680,1.0471835
Cyprus,,2021-01-14,1.0484229,774,1.0474925
Cyprus,,2021-01-15,1.0484229,749,1.0466206
Cyprus,,2021-01-16,1.0484229,392,1.0471951
Cyprus,,2021-01-17,1.0484229,384,1.0478165
Cyprus,,2021-01-18,1.0484229,1198,1.0484229
Czech Republic,,2020-12-28,1.0492294,3567,1.0520049
Czech Republic,,2020-12-29,1.0492294,8193,1.0505155
Czech Republic,,2020-12-30,1.0492294,11158,1.0496272
Czech Republic,,2020-12-31,1.0492294,14428,1.0498662
Czech Republic,,2021-01-01,1.0492294,4689,1.0507692
Czech Republic,,2021-01-02,1.0492294,3045,1.0511591
Czech Republic,,2021-01-03,1.0492294,3356,1.0509055
Czech Republic,,2021-01-04,1.0492294,3890,1.0501568
Czech Republic,,2021-01-05,1.0492294,8517,1.0501543
Czech Republic,,2021-01-06,1.0492294,11464,1.0497222
Czech Republic,,2021-01-07,1.0492294,14728,1.0495641
Czech Republic,,2021-01-08,1.0492294,4977,1.0492649
Czech Republic,,2021-01-09,1.0492294,3327,1.0491256
Czech Republic,,2021-01-10,1.0492294,3643,1.0492004
Czech Republic,,2021-01-11,1.0492294,4192,1.0494726
Czech Republic,,2021-01-12,1.0492294,8847,1.050018
Czech Republic,,2021-01-13,1.0492294,11776,1.0496182
Czech Republic,,2021-01-14,1.0492294,15023,1.0492318
Czech Republic,,2021-01-15,1.0492294,5238,1.0485101
Czech Republic,,2021-01-16,1.0492294,3603,1.048797
Czech Republic,,2021-01-17,1.0492294,3930,1.048995
Czech Republic,,2021-01-18,1.0492294,4493,1.0492294
Germany,,2020-12-28,1.0485353,56195,1.0341597
Germany,,2020-12-29,1.0485353,23231,1.0332328
Germany,,2020-12-30,1.0485353,28751,1.0345131
Germany,,2020-12-31,1.0485353,36585,1.0360619
Germany,,2021-01-01,1.0485353,5055,1.0387895
Germany,,2021-01-02,1.0485353,45504,1.0405903
Germany,,2021-01-03,1.0485353,19635,1.0416441
Germany,,2021-01-04,1.0485353,62415,1.0423242
Germany,,2021-01-05,1.0485353,29919,1.0436559
Germany,,2021-01-06,1.0485353,35802,1.0443852
Germany,,2021-01-07,1.0485353,44108,1.0454893
Germany,,2021-01-08,1.0485353,12938,1.0460018
Germany,,2021-01-09,1.0485353,53861,1.0468962
Germany,,2021-01-10,1.0485353,28363,1.0472713
Germany,,2021-01-11,1.0485353,71650,1.0480944
Germany,,2021-01-12,1.0485353,39548,1.0483832
Germany,,2021-01-13,1.0485353,45507,1.0474851
Germany,,2021-01-14,1.0485353,54175,1.0476156
Germany,,2021-01-15,1.0485353,23252,1.0473185
Germany,,2021-01-16,1.0485353,64628,1.0476732
Germany,,2021-01-17,1.0485353,39624,1.0480865
Germany,,2021-01-18,1.0485353,83441,1.0485353
Denmark,,2020-12-28,1.0489278,9057,1.0435824
Denmark,,2020-12-29,1.0489278,3113,1.0403394
Denmark,,2020-12-30,1.0489278,3891,1.040946
Denmark,,2020-12-31,1.0489278,3482,1.0409869
Denmark,,2021-01-01,1.0489278,3686,1.0434685
Denmark,,2021-01-02,1.0489278,2565,1.0443959
Denmark,,2021-01-03,1.0489278,2948,1.0450156
Denmark,,2021-01-04,1.0489278,9837,1.0448319
Denmark,,2021-01-05,1.0489278,3948,1.0460199
Denmark,,2021-01-06,1.0489278,4760,1.0463879
Denmark,,2021-01-07,1.0489278,4404,1.0473164
Denmark,,2021-01-08,1.0489278,4652,1.0478895
Denmark,,2021-01-09,1.0489278,3575,1.0483769
Denmark,,2021-01-10,1.0489278,4011,1.0490627
Denmark,,2021-01-11,1.0489278,10934,1.0491072
Denmark,,2021-01-12,1.0489278,5099,1.0496969
Denmark,,2021-01-13,1.0489278,5891,1.0481905
Denmark,,2021-01-14,1.0489278,5571,1.0482657
Denmark,,2021-01-15,1.0489278,5828,1.0476296
Denmark,,2021-01-16,1.0489278,4799,1.0479904
Denmark,,2021-01-17,1.0489278,5291,1.04848
Denmark,,2021-01-18,1.0489278,12271,1.0489278
Ecuador,,2020-12-28,1.0476587,383,1.0145901
Ecuador,,2020-12-29,1.0476587,53,1.0152162
Ecuador,,2020-12-30,1.0476587,754,1.0195922
Ecuador,,2020-12-31,1.0476587,972,1.0222778
Ecuador,,2021-01-01,1.0476587,879,1.0276836
Ecuador,,2021-01-02,1.0476587,522,1.0304561
Ecuador,,2021-01-03,1.0476587,166,1.0331911
Ecuador,,2021-01-04,1.0476587,480,1.0345888
Ecuador,,2021-01-05,1.0476587,162,1.0370255
Ecuador,,2021-01-06,1.0476587,871,1.0383233
Ecuador,,2021-01-07,1.0476587,1101,1.0404824
Ecuador,,2021-01-08,1.0476587,1017,1.0417093
Ecuador,,2021-01-09,1.0476587,671,1.0431577
Ecuador,,2021-01-10,1.0476587,325,1.0442623
Ecuador,,2021-01-11,1.0476587,648,1.0449487
Ecuador,,2021-01-12,1.0476587,342,1.0461472
Ecuador,,2021-01-13,1.0476587,1055,1.0455936
Ecuador,,2021-01-14,1.0476587,1295,1.0462475
Ecuador,,2021-01-15,1.0476587,1216,1.0458916
Ecuador,,2021-01-16,1.0476587,881,1.0465714
Ecuador,,2021-01-17,1.0476587,546,1.0470946
