CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Argentina,,2020-12-28,0.9597867,0,0.98189557
Argentina,,2020-12-29,0.9597867,6636,0.9809455
Argentina,,2020-12-30,0.9597867,7114,0.98013914
Argentina,,2020-12-31,0.9597867,0,0.9775996
Argentina,,2021-01-01,0.9597867,9059,0.9734749
Argentina,,2021-01-02,0.9597867,2074,0.97064084
Argentina,,2021-01-03,0.9597867,3424,0.9692931
Argentina,,2021-01-04,0.9597867,0,0.9693938
Argentina,,2021-01-05,0.9597867,5074,0.967967
Argentina,,2021-01-06,0.9597867,5605,0.9666707
Argentina,,2021-01-07,0.9597867,0,0.96563643
Argentina,,2021-01-08,0.9597867,7588,0.96478
Argentina,,2021-01-09,0.9597867,672,0.964021
Argentina,,2021-01-10,0.9597867,2089,0.963308
Argentina,,2021-01-11,0.9597867,0,0.9626075
Argentina,,2021-01-12,0.9597867,3789,0.96188444
Argentina,,2021-01-13,0.9597867,4385,0.96115905
Argentina,,2021-01-14,0.9597867,0,0.96090037
Argentina,,2021-01-15,0.9597867,6436,0.96073186
Argentina,,2021-01-16,0.9597867,0,0.9602976
Argentina,,2021-01-17,0.9597867,1036,0.95988935
Argentina,,2021-01-18,0.9597867,0,0.9597867
Austria,,2020-12-28,0.95879036,0,0.966082
Austria,,2020-12-29,0.95879036,653,0.9674091
Austria,,2020-12-30,0.95879036,1448,0.9671679
Austria,,2020-12-31,0.95879036,1927,0.9658774
Austria,,2021-01-01,0.95879036,2237,0.9641984
Austria,,2021-01-02,0.95879036,1217,0.9630276
Austria,,2021-01-03,0.95879036,727,0.96255493
Austria,,2021-01-04,0.95879036,0,0.9624227
Austria,,2021-01-05,0.95879036,134,0.9617745
Austria,,2021-01-06,0.95879036,958,0.9612622
Austria,,2021-01-07,0.95879036,1466,0.9610038
Austria,,2021-01-08,0.95879036,1805,0.9608732
Austria,,2021-01-09,0.95879036,811,0.96069753
Austria,,2021-01-10,0.95879036,345,0.9602853
Austria,,2021-01-11,0.95879036,0,0.95987755
Austria,,2021-01-12,0.95879036,0,0.959612
Austria,,2021-01-13,0.95879036,605,0.95938593
Austria,,2021-01-14,0.95879036,1135,0.95927393
Austria,,2021-01-15,0.95879036,1496,0.95918703
Austria,,2021-01-16,0.95879036,521,0.95897305
Austria,,2021-01-17,0.95879036,74,0.9588148
Austria,,2021-01-18,0.95879036,0,0.95879036
Belgium,,2020-12-28,0.9596196,0,0.9810692
Belgium,,2020-12-29,0.9596196,1514,0.98017126
Belgium,,2020-12-30,0.9596196,2549,0.97745776
Belgium,,2020-12-31,0.9596196,1940,0.97363955
Belgium,,2021-01-01,0.9596196,1702,0.9707507
Belgium,,2021-01-02,0.9596196,137,0.9697937
Belgium,,2021-01-03,0.9596196,255,0.96911675
Belgium,,2021-01-04,0.9596196,0,0.96738553
Belgium,,2021-01-05,0.9596196,943,0.9659182
Belgium,,2021-01-06,0.9596196,2013,0.9651777
Belgium,,2021-01-07,0.9596196,1438,0.9645824
Belgium,,2021-01-08,0.9596196,1233,0.9639976
Belgium,,2021-01-09,0.9596196,0,0.9631816
Belgium,,2021-01-10,0.9596196,0,0.9624595
Belgium,,2021-01-11,0.9596196,0,0.96171516
Belgium,,2021-01-12,0.9596196,521,0.9612689
Belgium,,2021-01-13,0.9596196,1621,0.9609113
Belgium,,2021-01-14,0.9596196,1074,0.9606359
Belgium,,2021-01-15,0.9596196,895,0.96030277
Belgium,,2021-01-16,0.9596196,0,0.9599418
Belgium,,2021-01-17,0.9596196,0,0.9597752
Belgium,,2021-01-18,0.9596196,0,0.9596196
Bulgaria,,2020-12-28,0.9578086,0,0.9545125
Bulgaria,,2020-12-29,0.9578086,1435,0.95191026
Bulgaria,,2020-12-30,0.9578086,1274,0.95136875
Bulgaria,,2020-12-31,0.9578086,470,0.95415825
Bulgaria,,2021-01-01,0.9578086,0,0.9557805
Bulgaria,,2021-01-02,0.9578086,211,0.9572295
Bulgaria,,2021-01-03,0.9578086,89,0.9567072
Bulgaria,,2021-01-04,0.9578086,0,0.95636
Bulgaria,,2021-01-05,0.9578086,1221,0.9570493
Bulgaria,,2021-01-06,0.9578086,1073,0.957071
Bulgaria,,2021-01-07,0.9578086,281,0.9569492
Bulgaria,,2021-01-08,0.9578086,0,0.9568478
Bulgaria,,2021-01-09,0.9578086,34,0.9569815
Bulgaria,,2021-01-10,0.9578086,0,0.95718306
Bulgaria,,2021-01-11,0.9578086,0,0.9574914
Bulgaria,,2021-01-12,0.9578086,1062,0.95779544
Bulgaria,,2021-01-13,0.9578086,924,0.95774084
Bulgaria,,2021-01-14,0.9578086,140,0.95756704
Bulgaria,,2021-01-15,0.9578086,0,0.95759773
Bulgaria,,2021-01-16,0.9578086,0,0.9577399
Bulgaria,,2021-01-17,0.9578086,0,0.9578123
Bulgaria,,2021-01-18,0.9578086,0,0.9578086
Canada,,2020-12-28,0.95945746,0,0.97695297
Canada,,2020-12-29,0.95945746,5278,0.97627676
Canada,,2020-12-30,0.95945746,5440,0.97509384
Canada,,2020-12-31,0.95945746,5080,0.97304386
Canada,,2021-01-01,0.95945746,4606,0.970257
Canada,,2021-01-02,0.95945746,4046,0.968108
Canada,,2021-01-03,0.95945746,4220,0.9669815
Canada,,2021-01-04,0.95945746,0,0.96670264
Canada,,2021-01-05,0.95945746,4022,0.96556175
Canada,,2021-01-06,0.95945746,4212,0.9645602
Canada,,2021-01-07,0.95945746,3889,0.9638633
Canada,,2021-01-08,0.95945746,3456,0.9633249
Canada,,2021-01-09,0.95945746,2936,0.96278805
Canada,,2021-01-10,0.95945746,3148,0.9621613
Canada,,2021-01-11,0.95945746,0,0.96164405
Canada,,2021-01-12,0.95945746,2979,0.96114343
Canada,,2021-01-13,0.95945746,3209,0.96064454
Canada,,2021-01-14,0.95945746,2929,0.96036506
Canada,,2021-01-15,0.95945746,2540,0.9601854
Canada,,2021-01-16,0.95945746,2059,0.95986754
Canada,,2021-01-17,0.95945746,2310,0.9595799
Canada,,2021-01-18,0.95945746,0,0.95945746
Switzerland,,2020-12-28,0.9594303,0,0.9776701
Switzerland,,2020-12-29,0.9594303,3433,0.9756185
Switzerland,,2020-12-30,0.9594303,4228,0.9738214
Switzerland,,2020-12-31,0.9594303,4107,0.9718532
Switzerland,,2021-01-01,0.9594303,0,0.9702035
Switzerland,,2021-01-02,0.9594303,0,0.96817684
Switzerland,,2021-01-03,0.9594303,0,0.96685064
Switzerland,,2021-01-04,0.9594303,0,0.96640015
Switzerland,,2021-01-05,0.9594303,2647,0.96540743
Switzerland,,2021-01-06,0.9594303,3485,0.9644458
Switzerland,,2021-01-07,0.9594303,3407,0.9637
Switzerland,,2021-01-08,0.9594303,0,0.96307206
Switzerland,,2021-01-09,0.9594303,0,0.9624913
Switzerland,,2021-01-10,0.9594303,0,0.9618418
Switzerland,,2021-01-11,0.9594303,0,0.9613973
Switzerland,,2021-01-12,0.9594303,1970,0.9610156
Switzerland,,2021-01-13,0.9594303,2852,0.9606138
Switzerland,,2021-01-14,0.9594303,2817,0.9602728
Switzerland,,2021-01-15,0.9594303,0,0.9600587
Switzerland,,2021-01-16,0.9594303,0,0.959824
Switzerland,,2021-01-17,0.9594303,0,0.9595977
Switzerland,,2021-01-18,0.9594303,0,0.9594303
Cyprus,,2020-12-28,0.9594944,0,0.98001647
Cyprus,,2020-12-29,0.9594944,229,0.9779037
Cyprus,,2020-12-30,0.9594944,339,0.9745111
Cyprus,,2020-12-31,0.9594944,414,0.9714521
Cyprus,,2021-01-01,0.9594944,368,0.9696437
Cyprus,,2021-01-02,0.9594944,0,0.96881294
Cyprus,,2021-01-03,0.9594944,0,0.96787316
Cyprus,,2021-01-04,0.9594944,0,0.96646684
Cyprus,,2021-01-05,0.9594944,168,0.96538013
Cyprus,,2021-01-06,0.9594944,280,0.96458083
Cyprus,,2021-01-07,0.9594944,357,0.96390563
Cyprus,,2021-01-08,0.9594944,313,0.96325517
Cyprus,,2021-01-09,0.9594944,0,0.9626189
Cyprus,,2021-01-10,0.9594944,0,0.96194965
Cyprus,,2021-01-11,0.9594944,0,0.9613112
Cyprus,,2021-01-12,0.9594944,113,0.9609497
Cyprus,,2021-01-13,0.9594944,227,0.96070844
Cyprus,,2021-01-14,0.9594944,306,0.960419
Cyprus,,2021-01-15,0.9594944,265,0.9600437
Cyprus,,2021-01-16,0.9594944,0,0.959793
Cyprus,,2021-01-17,0.9594944,0,0.959635
Cyprus,,2021-01-18,0.9594944,0,0.9594944
Czech Republic,,2020-12-28,0.9606817,0,1.0016539
Czech Republic,,2020-12-29,0.9606817,6015,0.9981088
Czech Republic,,2020-12-30,0.9606817,8878,0.99250436
Czech Republic,,2020-12-31,0.9606817,12021,0.9868078
Czech Republic,,2021-01-01,0.9606817,2181,0.9819517
Czech Republic,,2021-01-02,0.9606817,539,0.97878236
Czech Republic,,2021-01-03,0.9606817,907,0.9760714
Czech Republic,,2021-01-04,0.9606817,0,0.97487485
