CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Aruba,,2021-01-11,0.97058284,178,1.032034397125244
Aruba,,2021-01-12,0.97058284,131,1.0295846462249756
Aruba,,2021-01-13,0.97058284,113,1.024684190750122
Aruba,,2021-01-14,0.97058284,82,1.0116140842437744
Aruba,,2021-01-15,0.97058284,95,0.9982750415802002
Aruba,,2021-01-16,0.97058284,32,0.9895837903022766
Aruba,,2021-01-17,0.97058284,22,0.9859458208084106
Aruba,,2021-01-18,0.97058284,173,0.9881373047828674
Aruba,,2021-01-19,0.97058284,122,0.9832196831703186
Aruba,,2021-01-20,0.97058284,103,0.9801702499389648
Aruba,,2021-01-21,0.97058284,71,0.9792653918266296
Aruba,,2021-01-22,0.97058284,83,0.9770285487174988
Aruba,,2021-01-23,0.97058284,20,0.9759894013404846
Aruba,,2021-01-24,0.97058284,8,0.972898542881012
Aruba,,2021-01-25,0.97058284,158,0.9705828428268432
Afghanistan,,2021-01-11,0.9563702,0,0.9610990285873412
Afghanistan,,2021-01-12,0.9563702,81,0.962187886238098
Afghanistan,,2021-01-13,0.9563702,73,0.9611533880233764
Afghanistan,,2021-01-14,0.9563702,82,0.9614867568016052
Afghanistan,,2021-01-15,0.9563702,105,0.9604568481445312
Afghanistan,,2021-01-16,0.9563702,48,0.9601680636405944
Afghanistan,,2021-01-17,0.9563702,70,0.9596896171569824
Afghanistan,,2021-01-18,0.9563702,0,0.9591180086135864
Afghanistan,,2021-01-19,0.9563702,62,0.9582337141036988
Afghanistan,,2021-01-20,0.9563702,55,0.9579995274543762
Afghanistan,,2021-01-21,0.9563702,64,0.9574601650238036
Afghanistan,,2021-01-22,0.9563702,88,0.9573805928230286
Afghanistan,,2021-01-23,0.9563702,31,0.9566649198532104
Afghanistan,,2021-01-24,0.9563702,54,0.9565306305885316
Afghanistan,,2021-01-25,0.9563702,0,0.956370174884796
Angola,,2021-01-11,0.96164644,0,0.9729983806610109
Angola,,2021-01-12,0.96164644,59,0.9739511609077454
Angola,,2021-01-13,0.96164644,95,0.973198413848877
Angola,,2021-01-14,0.96164644,96,0.96946519613266
Angola,,2021-01-15,0.96164644,76,0.9654959440231324
Angola,,2021-01-16,0.96164644,74,0.9635366797447203
Angola,,2021-01-17,0.96164644,21,0.963285744190216
Angola,,2021-01-18,0.96164644,0,0.9648308753967284
Angola,,2021-01-19,0.96164644,44,0.963542938232422
Angola,,2021-01-20,0.96164644,80,0.9627174735069276
Angola,,2021-01-21,0.96164644,82,0.9629859924316406
Angola,,2021-01-22,0.96164644,62,0.9627673029899596
Angola,,2021-01-23,0.96164644,61,0.9628140330314636
Angola,,2021-01-24,0.96164644,8,0.9619782567024232
Angola,,2021-01-25,0.96164644,0,0.9616464376449584
Albania,,2021-01-11,0.96359056,0,0.9810585975646972
Albania,,2021-01-12,0.96359056,600,0.982385754585266
Albania,,2021-01-13,0.96359056,650,0.978141725063324
Albania,,2021-01-14,0.96359056,598,0.9715726375579834
Albania,,2021-01-15,0.96359056,552,0.9651225209236144
Albania,,2021-01-16,0.96359056,523,0.960801601409912
Albania,,2021-01-17,0.96359056,431,0.9599027633666992
Albania,,2021-01-18,0.96359056,0,0.9636103510856628
Albania,,2021-01-19,0.96359056,484,0.9628143310546876
Albania,,2021-01-20,0.96359056,536,0.9621689319610596
Albania,,2021-01-21,0.96359056,493,0.963680624961853
Albania,,2021-01-22,0.96359056,450,0.9637564420700072
Albania,,2021-01-23,0.96359056,428,0.9649795889854432
Albania,,2021-01-24,0.96359056,338,0.9644718170166016
Albania,,2021-01-25,0.96359056,0,0.9635905623435974
Andorra,,2021-01-11,0.96773905,6,0.9942903518676758
Andorra,,2021-01-12,0.96773905,58,0.9953770637512208
Andorra,,2021-01-13,0.96773905,39,0.9938133358955384
Andorra,,2021-01-14,0.96773905,0,0.9884960651397704
Andorra,,2021-01-15,0.96773905,135,0.978855311870575
Andorra,,2021-01-16,0.96773905,89,0.9736204743385316
Andorra,,2021-01-17,0.96773905,0,0.9721990823745728
Andorra,,2021-01-18,0.96773905,0,0.9752041101455688
Andorra,,2021-01-19,0.96773905,50,0.972835898399353
Andorra,,2021-01-20,0.96773905,31,0.9707460999488832
Andorra,,2021-01-21,0.96773905,0,0.9704423546791076
Andorra,,2021-01-22,0.96773905,126,0.9696767926216124
Andorra,,2021-01-23,0.96773905,81,0.9700869917869568
Andorra,,2021-01-24,0.96773905,0,0.9684564471244812
Andorra,,2021-01-25,0.96773905,0,0.9677390456199646
United Arab Emirates,,2021-01-11,0.9681418,1803,0.997458815574646
United Arab Emirates,,2021-01-12,0.9681418,2114,1.001803994178772
United Arab Emirates,,2021-01-13,0.9681418,2095,0.9950997829437256
United Arab Emirates,,2021-01-14,0.9681418,2879,0.9874640107154846
United Arab Emirates,,2021-01-15,0.9681418,2694,0.9791810512542723
United Arab Emirates,,2021-01-16,0.9681418,2601,0.9709474444389344
United Arab Emirates,,2021-01-17,0.9681418,2461,0.9693613648414612
United Arab Emirates,,2021-01-18,0.9681418,1477,0.9740573763847352
United Arab Emirates,,2021-01-19,0.9681418,1765,0.97227281332016
United Arab Emirates,,2021-01-20,0.9681418,1720,0.9702285528182985
United Arab Emirates,,2021-01-21,0.9681418,2529,0.9712082743644714
