,date,Argentina,Austria,Belgium,Bulgaria,Canada,Croatia,Cyprus,Czechia,Denmark,Ecuador,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Slovakia,Slovenia,Spain,Sweden,Switzerland,United States
49,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
77,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,40,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1
78,2020-03-19,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,49,0,0,0,0,0,1,1,0,0,0,0,3,1,2,2
79,2020-03-20,0,0,1,0,0,0,0,0,0,0,0,0,8,7,0,0,63,0,0,0,0,0,2,1,0,0,0,0,4,1,2,4
80,2020-03-21,0,0,2,0,0,0,0,0,0,0,0,0,10,8,0,0,78,0,0,0,0,0,3,1,0,0,0,0,6,2,3,5
81,2020-03-22,0,0,2,0,1,0,0,0,0,0,0,0,13,10,0,0,99,0,0,0,0,0,3,1,0,0,0,0,10,3,3,5
82,2020-03-23,0,1,2,0,1,0,0,0,2,0,0,0,18,12,0,0,114,0,0,0,0,0,4,3,0,0,0,0,16,4,4,7
83,2020-03-24,0,1,3,0,1,0,0,0,4,0,0,1,24,15,0,0,140,0,0,0,0,0,5,5,0,0,0,0,22,5,5,11
84,2020-03-25,0,1,2,0,2,0,0,0,6,0,0,1,24,23,0,0,170,0,0,0,0,0,7,6,0,0,0,0,25,7,5,15
85,2020-03-26,0,2,4,0,3,0,0,1,8,0,0,2,38,30,0,0,201,0,0,0,0,0,8,9,0,1,0,1,57,8,9,23
86,2020-03-27,0,3,5,0,3,0,0,1,8,0,1,2,46,38,0,1,238,0,0,0,0,0,9,10,1,1,0,1,72,8,11,31
87,2020-03-28,0,5,7,0,4,0,0,2,8,0,1,2,47,51,0,1,277,0,0,0,0,0,11,11,1,2,0,2,92,8,20,34
88,2020-03-29,0,7,8,0,5,0,0,2,8,0,2,3,71,65,0,1,311,0,0,0,0,0,15,12,1,3,0,2,118,8,21,51
89,2020-03-30,0,9,10,0,7,0,0,3,7,0,2,3,83,81,0,2,359,0,0,0,1,0,18,14,2,4,0,2,139,8,27,72
90,2020-03-31,0,11,13,0,9,0,0,3,6,0,2,3,98,95,0,2,401,0,0,0,2,0,22,14,2,4,0,2,166,8,31,102
91,2020-04-01,0,15,17,0,11,0,0,6,5,1,2,3,124,122,0,5,453,0,0,0,3,0,27,15,3,7,0,2,220,8,45,154
92,2020-04-02,1,19,21,1,14,1,0,7,4,3,2,4,136,154,0,6,518,0,0,0,4,0,34,15,3,9,1,2,231,8,56,226
93,2020-04-03,1,24,26,1,20,1,0,8,5,5,2,4,156,188,0,6,583,1,0,0,6,0,40,17,4,11,1,2,287,9,72,300
94,2020-04-04,2,29,32,1,25,2,0,9,5,8,1,5,190,210,1,8,639,1,0,0,7,0,47,20,5,15,1,2,329,9,77,416
95,2020-04-05,2,35,36,1,32,2,0,9,5,10,1,5,216,255,1,10,697,1,0,0,8,0,55,22,6,20,1,2,397,10,96,554
96,2020-04-06,3,41,42,1,40,3,0,10,6,10,1,6,241,311,1,11,755,1,0,0,10,0,65,24,7,23,1,2,456,13,109,690
97,2020-04-07,3,49,49,1,46,3,0,13,7,12,1,6,271,363,1,15,808,1,0,1,11,0,76,28,8,32,1,2,565,15,123,843
98,2020-04-08,4,57,63,1,57,4,0,16,7,15,2,6,313,413,2,16,860,1,0,1,13,0,88,30,9,37,1,2,647,19,131,1050
99,2020-04-09,4,65,73,1,66,4,0,19,8,16,3,6,354,471,2,19,903,1,0,1,14,0,100,33,10,44,1,3,752,22,136,1258
100,2020-04-10,5,75,92,1,76,4,1,22,9,18,3,6,406,538,2,22,943,1,0,2,16,0,111,35,11,54,1,3,826,25,143,1522
101,2020-04-11,5,84,109,1,86,4,1,23,10,18,3,6,435,594,2,24,984,2,0,2,17,0,121,36,14,63,1,3,917,27,150,1709
102,2020-04-12,5,89,125,1,98,5,1,25,12,17,3,6,471,639,2,25,1021,2,0,2,17,0,129,36,16,67,1,3,990,33,154,1945
103,2020-04-13,7,95,137,1,111,5,1,28,15,20,4,7,555,675,3,28,1053,2,0,2,18,0,139,37,18,79,1,3,1082,38,162,2246
104,2020-04-14,7,99,150,1,125,5,1,29,17,25,4,7,607,730,3,28,1091,2,0,3,18,0,147,40,20,86,1,3,1128,42,169,2644
105,2020-04-15,6,104,162,2,143,5,2,32,20,28,3,8,626,783,3,31,1116,2,0,3,19,0,153,41,24,94,2,3,1188,48,179,2971
106,2020-04-16,7,106,178,2,156,5,2,32,23,29,4,8,673,829,3,35,1143,2,0,3,20,0,157,41,28,101,1,3,1242,53,184,3313
107,2020-04-17,8,104,185,1,169,4,2,34,25,29,4,9,477,870,3,39,1169,2,0,3,20,0,166,42,30,103,1,3,1299,58,188,3623
108,2020-04-18,7,105,191,1,183,4,2,35,27,31,4,9,471,934,3,43,1202,2,0,3,20,0,174,41,35,108,1,2,1344,62,193,3979
109,2020-04-19,7,104,202,2,195,4,2,37,32,32,4,10,464,967,3,47,1232,1,0,3,20,0,182,43,39,114,2,2,1376,64,195,4319
110,2020-04-20,6,103,218,1,207,4,2,38,36,30,4,11,357,1001,3,49,1259,1,0,3,19,1,190,45,42,118,2,2,1404,70,199,4609
111,2020-04-21,6,106,230,1,217,4,2,40,39,34,4,13,351,1034,3,52,1284,1,0,3,18,1,199,44,46,122,2,2,1441,75,204,4811
112,2020-04-22,7,105,241,1,225,4,2,42,40,36,3,15,371,1061,4,55,1312,1,0,3,17,1,212,45,47,129,2,2,1466,79,207,5106
113,2020-04-23,7,106,253,1,234,4,2,42,40,58,3,17,334,1094,6,70,1346,1,0,2,17,1,223,45,49,142,2,2,1491,80,212,5382
114,2020-04-24,5,106,262,1,243,4,2,41,41,63,2,17,534,1112,6,78,1377,1,0,2,17,1,231,44,52,146,2,2,1514,85,214,5611
115,2020-04-25,7,108,275,1,254,4,2,43,41,66,2,18,1074,1118,7,87,1410,1,0,2,17,1,238,43,53,150,2,2,1541,89,217,5841
116,2020-04-26,6,110,288,1,268,4,2,44,41,71,2,18,1142,1142,7,98,1436,1,0,2,16,1,249,43,55,155,2,2,1566,94,219,6048
117,2020-04-27,6,110,290,1,282,4,2,44,40,76,2,17,1429,1158,7,108,1465,1,0,2,15,1,256,41,55,161,2,1,1579,94,219,6287
118,2020-04-28,7,110,312,1,301,4,2,43,40,76,2,17,1511,1173,7,121,1485,0,0,2,15,1,264,42,58,165,1,1,1599,96,215,6484
119,2020-04-29,8,110,320,1,319,4,2,43,41,80,2,17,1689,1183,7,132,1509,0,0,1,15,0,271,43,61,170,2,1,1664,100,217,6666
120,2020-04-30,7,109,326,2,340,3,1,42,42,62,2,18,1792,1188,6,130,1536,0,0,1,15,0,279,42,64,161,3,1,1712,109,217,6895
121,2020-05-01,8,110,335,2,356,3,1,42,44,68,2,18,1916,1208,5,136,1552,0,0,1,16,0,283,42,67,166,3,1,1711,113,217,7119
122,2020-05-02,7,109,342,2,371,2,1,43,44,72,2,18,1491,1227,5,141,1566,0,0,2,16,0,289,41,71,168,4,1,1776,115,221,7349
123,2020-05-03,7,107,358,2,384,2,1,43,45,80,2,18,1540,1245,5,140,1584,0,0,2,16,0,295,41,74,175,4,1,1799,120,222,7622
124,2020-05-04,8,108,375,2,393,2,1,46,46,85,1,18,1435,1265,6,141,1602,0,0,2,17,0,301,42,76,179,3,1,1850,125,224,7836
125,2020-05-05,7,109,369,2,412,2,0,46,48,89,1,18,1456,1282,6,141,1636,1,0,2,16,0,308,43,79,184,4,1,1877,133,224,8111
126,2020-05-06,9,108,375,3,426,2,0,45,48,92,1,17,1338,1298,6,148,1649,1,0,2,16,0,311,42,81,185,3,1,1887,140,224,8381
127,2020-05-07,9,107,385,4,434,2,0,44,49,215,1,17,1366,1312,7,151,1666,1,0,2,16,0,313,41,83,191,3,0,1750,145,223,8605
128,2020-05-08,10,107,392,3,448,1,0,45,50,224,1,17,1363,1314,6,151,1676,0,0,2,15,0,313,40,85,195,3,0,1793,149,223,8880
129,2020-05-09,12,106,395,4,456,1,0,44,51,234,1,17,1374,1322,6,157,1690,0,0,1,15,0,317,40,85,198,2,0,1753,152,223,9138
130,2020-05-10,14,106,394,4,468,1,0,45,52,247,1,17,1402,1328,6,161,1702,0,0,1,15,0,315,40,87,196,2,0,1762,158,222,9314
131,2020-05-11,15,106,399,4,480,1,0,44,53,268,1,17,1426,1338,5,164,1716,0,0,1,15,0,318,41,91,197,1,0,1747,163,222,9537
132,2020-05-12,17,105,403,4,490,1,0,43,53,283,1,17,1409,1344,5,165,1719,0,0,1,15,0,319,40,97,195,1,0,1733,167,222,9744
133,2020-05-13,16,105,407,4,502,1,0,44,54,298,1,18,1449,1348,5,162,1727,0,0,1,15,0,318,40,98,199,0,0,1691,169,219,9945
134,2020-05-14,16,105,403,3,517,0,0,42,55,207,0,18,1439,1350,4,162,1728,0,0,1,15,0,320,40,98,201,0,0,1819,170,218,10207
135,2020-05-15,16,103,403,3,526,0,0,42,55,223,0,17,1445,1348,5,164,1734,0,0,0,15,0,317,40,99,196,0,0,1813,173,218,10394
136,2020-05-16,16,102,404,3,538,0,0,42,55,249,0,17,1448,1351,5,163,1741,0,0,0,15,0,318,40,101,192,0,0,1812,175,216,10588
137,2020-05-17,17,101,404,3,547,0,0,41,56,277,0,17,1422,1358,4,164,1744,0,0,0,15,0,322,39,104,193,0,0,1810,179,215,10804
138,2020-05-18,18,100,403,3,559,0,0,42,57,276,0,17,1404,1358,4,166,1744,0,0,0,15,0,322,39,107,192,0,0,1817,182,214,11021
139,2020-05-19,18,98,402,3,568,0,0,43,58,281,0,17,1469,1361,4,168,1744,0,0,0,14,0,325,38,108,196,0,0,1807,186,214,11209
140,2020-05-20,19,98,405,3,575,0,0,42,57,271,0,17,1471,1360,4,168,1752,0,0,0,14,0,325,38,111,197,0,0,1815,192,211,11406
141,2020-05-21,21,96,408,3,582,0,0,42,56,247,0,17,1478,1360,3,169,1749,0,0,0,14,0,326,38,113,201,0,0,1820,200,211,11532
142,2020-05-22,22,95,413,3,591,0,0,42,56,240,0,17,1481,1366,2,170,1747,0,0,0,14,0,327,37,114,205,0,0,1814,205,210,11710
143,2020-05-23,28,95,417,3,595,0,0,41,57,226,0,17,1484,1369,2,171,1741,0,0,0,13,0,328,36,117,209,0,0,1815,211,210,11852
144,2020-05-24,30,94,420,3,603,1,0,41,57,202,0,17,1487,1362,2,172,1742,0,0,0,12,0,330,36,120,207,0,0,1838,213,209,11991
145,2020-05-25,35,94,423,3,608,1,0,39,57,210,0,17,1489,1372,2,171,1746,0,0,0,12,0,331,34,124,209,0,0,1835,221,207,12166
146,2020-05-26,37,95,426,3,615,0,0,39,57,210,0,16,1453,1374,2,171,1742,0,0,0,12,0,329,32,125,208,0,0,1832,225,206,12296
147,2020-05-27,39,94,424,2,622,1,0,38,57,227,0,15,1454,1374,2,174,1740,0,0,0,12,0,328,30,128,207,0,0,1835,227,206,12446
148,2020-05-28,41,95,423,2,632,0,0,38,57,253,0,14,1453,1373,2,173,1738,0,0,0,12,0,325,30,130,205,0,0,1821,230,206,12581
149,2020-05-29,44,95,423,2,638,0,0,38,57,267,0,14,1447,1368,2,173,1736,0,0,0,11,0,322,28,131,207,0,0,1825,233,205,12739
150,2020-05-30,46,94,420,2,649,0,0,37,57,269,0,14,1447,1366,2,171,1734,0,0,0,11,0,321,28,131,207,0,0,1815,237,204,12899
151,2020-05-31,49,94,419,2,657,0,0,37,56,277,0,14,1447,1364,2,170,1724,0,0,0,10,0,321,27,134,208,0,0,1787,239,201,13089
152,2020-06-01,53,94,419,2,662,0,0,37,56,276,0,13,1439,1357,2,169,1720,0,0,0,10,0,318,26,132,208,0,0,1782,242,198,13223
153,2020-06-02,57,93,420,2,669,0,0,35,56,286,0,12,1438,1358,2,170,1714,0,0,0,10,0,316,23,134,209,0,0,1775,248,196,13408
154,2020-06-03,63,93,420,2,678,0,0,34,56,295,0,12,1433,1352,2,167,1705,0,0,0,10,0,316,22,136,209,0,0,1771,250,194,13550
155,2020-06-04,70,90,420,2,683,0,0,31,56,295,0,10,1431,1345,2,164,1699,0,0,0,10,0,316,22,139,211,0,0,1774,252,193,13702
156,2020-06-05,77,89,420,2,690,0,0,29,56,292,0,10,1425,1345,2,164,1692,0,0,0,10,0,318,22,142,211,0,0,1771,254,190,13813
157,2020-06-06,85,88,418,2,694,0,0,30,55,293,0,10,1410,1340,2,163,1687,0,0,0,10,0,318,22,145,211,0,0,1769,254,188,13975
158,2020-06-07,93,88,415,2,700,0,0,29,55,299,0,10,1408,1334,2,162,1682,0,0,0,10,0,320,21,147,212,0,0,1750,256,186,14080
159,2020-06-08,98,86,415,1,703,0,0,28,54,295,0,10,1403,1329,2,162,1665,0,0,0,10,0,319,21,151,213,0,0,1747,259,186,14197
160,2020-06-09,105,86,414,1,705,0,0,27,53,299,0,10,1390,1324,2,162,1659,0,0,0,9,0,317,21,151,214,0,0,1733,263,185,14286
161,2020-06-10,110,86,415,1,709,0,0,28,53,300,0,9,1413,1316,1,161,1654,0,0,0,9,0,318,21,152,215,0,0,1735,266,183,14373
162,2020-06-11,114,86,410,1,711,0,0,28,53,299,0,10,1404,1310,1,160,1643,0,0,0,9,0,316,20,151,212,0,0,1717,276,178,14504
163,2020-06-12,120,84,408,0,713,0,0,26,53,295,0,8,1412,1308,1,160,1632,0,0,0,9,0,315,20,156,213,0,0,1713,282,177,14650
164,2020-06-13,127,81,404,0,715,0,0,26,52,299,0,8,1416,1302,1,156,1629,0,0,0,9,0,312,19,156,215,0,0,1710,286,175,14756
165,2020-06-14,131,78,403,0,714,0,0,26,52,295,0,7,1415,1292,1,155,1619,0,0,0,8,0,310,19,160,216,0,0,1696,291,173,14860
166,2020-06-15,139,77,400,1,714,0,0,26,52,309,0,7,1404,1285,1,154,1610,0,0,0,7,0,307,18,159,215,0,0,1686,294,170,14989
167,2020-06-16,149,77,397,1,718,0,0,26,51,309,0,7,1367,1279,1,154,1594,0,0,0,5,0,301,18,159,216,0,0,1681,299,169,15095
168,2020-06-17,156,75,393,1,719,0,0,26,51,307,0,7,1365,1270,1,154,1576,0,0,0,3,0,299,18,163,213,0,0,1660,304,169,15285
169,2020-06-18,162,75,390,1,714,0,0,26,50,312,0,6,1362,1262,1,154,1570,0,0,0,3,0,299,19,166,214,0,0,1644,311,167,15412
170,2020-06-19,169,72,390,2,712,0,0,26,51,324,0,5,1337,1251,1,151,1557,0,0,0,3,0,300,18,170,217,0,0,1633,319,166,15503
171,2020-06-20,177,72,387,2,714,0,0,26,50,323,0,5,1334,1241,1,149,1543,0,0,0,2,0,299,19,176,220,0,0,1621,327,165,15604
172,2020-06-21,187,71,385,3,712,0,0,24,48,330,0,4,1325,1235,1,147,1538,0,0,0,1,0,301,19,181,220,0,0,1614,333,163,15706
173,2020-06-22,197,71,381,3,712,0,0,24,48,325,0,3,1325,1229,1,147,1525,0,0,0,0,0,303,19,186,223,0,0,1597,337,163,15815
174,2020-06-23,206,71,379,4,706,0,0,24,46,325,0,3,1359,1215,1,145,1509,0,0,0,0,0,301,19,189,224,0,0,1584,346,162,15944
175,2020-06-24,217,71,378,5,704,0,0,23,46,327,0,3,1315,1214,0,143,1504,0,0,0,0,0,299,19,193,223,0,0,1576,354,158,15989
176,2020-06-25,230,71,375,6,701,0,0,23,46,337,0,3,1311,1206,0,139,1490,0,0,0,0,0,294,17,196,224,0,0,1567,363,157,16092
177,2020-06-26,242,69,373,5,702,0,0,23,46,335,0,3,1298,1193,0,138,1476,0,0,0,0,0,291,17,198,222,0,0,1551,374,156,16226
178,2020-06-27,256,69,370,5,703,0,0,23,45,338,0,3,1292,1185,0,138,1464,0,0,0,0,0,291,16,197,221,0,0,1541,381,152,16334
179,2020-06-28,269,66,366,5,701,0,0,22,45,341,0,3,1281,1175,0,138,1448,0,0,0,0,0,291,16,197,220,0,0,1523,388,146,16472
180,2020-06-29,281,64,360,6,701,0,0,22,45,341,0,2,1272,1166,0,135,1438,0,0,0,0,0,286,16,200,219,0,0,1511,397,142,16618
181,2020-06-30,292,64,359,5,693,0,0,22,44,345,0,0,1261,1159,0,134,1431,0,0,0,0,0,284,17,206,220,0,0,1500,405,142,16790
